congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,dim1,dim2,log_likelihood,geo_mean_probability,number_of_votes,number_of_errors,conditional
100,President,99907,99,0,USA,200,0.0,0.0,"REAGAN, Ronald Wilson",,1911.0,2004.0,0.692,-0.713,-78.78682,0.771,303.0,35.0,
100,House,10717,41,2,AL,200,0.0,1.0,"DICKINSON, William Louis",D000326,1925.0,2008.0,0.398,-0.057,-262.36918,0.691,710.0,111.0,
100,House,11000,41,4,AL,100,0.0,1.0,"BEVILL, Tom",B000431,1921.0,2005.0,-0.213,0.976,-133.71452,0.825,693.0,55.0,
100,House,11037,41,3,AL,100,0.0,1.0,"NICHOLS, William Flynt",N000095,1918.0,1988.0,-0.042,0.872,-148.66913,0.802,674.0,67.0,
100,House,14419,41,5,AL,100,0.0,1.0,"FLIPPO, Ronnie Gene",F000208,1937.0,,-0.175,0.834,-184.24231,0.768,699.0,76.0,
100,House,15022,41,6,AL,100,0.0,1.0,"ERDREICH, Ben",E000201,1938.0,,-0.06,0.372,-227.00482,0.744,767.0,105.0,
100,House,15090,41,1,AL,200,1.0,1.0,"CALLAHAN, Herbert Leon (Sonny)",C000052,1932.0,,0.373,0.202,-213.90442,0.752,752.0,107.0,
100,House,15416,41,7,AL,100,0.0,1.0,"HARRIS, Claude, Jr.",H000236,1940.0,1994.0,-0.085,0.593,-198.22038,0.768,750.0,97.0,
100,House,14066,81,1,AK,200,0.0,1.0,"YOUNG, Donald Edwin",Y000033,1933.0,,0.278,0.006,-414.69382,0.55205,698.0,224.0,1.0
100,House,10566,61,2,AZ,100,0.0,1.0,"UDALL, Morris King",U000001,1922.0,1998.0,-0.387,0.008,-107.85766,0.856,696.0,38.0,
100,House,14454,61,3,AZ,200,0.0,1.0,"STUMP, Robert Lee",S001044,1927.0,2003.0,0.703,0.203,-130.15956,0.842,757.0,45.0,
100,House,15105,61,5,AZ,200,1.0,1.0,"KOLBE, James Thomas",K000306,1942.0,,0.351,-0.534,-232.28221,0.736,757.0,99.0,
100,House,15429,61,4,AZ,200,0.0,1.0,"KYL, Jon Llewellyn",K000352,1942.0,,0.548,-0.455,-163.24153,0.804,750.0,69.0,
100,House,15440,61,1,AZ,200,0.0,1.0,"RHODES, John Jacob, III",R000189,1943.0,2011.0,0.407,-0.249,-201.60073,0.768,765.0,85.0,
100,House,11020,42,3,AR,200,0.0,1.0,"HAMMERSCHMIDT, John Paul",H000124,1922.0,2015.0,0.253,0.239,-276.58927,0.688,740.0,120.0,
100,House,12000,42,1,AR,100,0.0,1.0,"ALEXANDER, William Vollie (Bill), Jr.",A000103,1934.0,,-0.41,0.819,-111.54618,0.849,680.0,41.0,
100,House,14601,42,4,AR,100,0.0,1.0,"ANTHONY, Beryl Franklin, Jr.",A000213,1938.0,,-0.254,0.484,-112.74451,0.854,715.0,42.0,
100,House,15122,42,2,AR,100,1.0,1.0,"ROBINSON, Tommy Franklin",R000354,1942.0,,-0.013,0.423,-277.35846,0.693,755.0,139.0,
100,House,10573,71,36,CA,100,0.0,1.0,"BROWN, George Edward, Jr.",B000918,1920.0,1999.0,-0.506,-0.028,-90.89712,0.867,636.0,34.0,
100,House,10583,71,10,CA,100,0.0,1.0,"EDWARDS, William Donlon (Don)",E000064,1915.0,2015.0,-0.599,-0.419,-86.98835,0.889,736.0,34.0,
100,House,10595,71,29,CA,100,0.0,1.0,"HAWKINS, Augustus Freeman (Gus)",H000367,1907.0,2007.0,-0.517,-0.369,-114.33305,0.844,673.0,41.0,
100,House,10621,71,25,CA,100,0.0,1.0,"ROYBAL, Edward R.",R000485,1916.0,2005.0,-0.61,-0.141,-87.27674,0.886,719.0,31.0,
100,House,12001,71,32,CA,100,0.0,1.0,"ANDERSON, Glenn Malcolm",A000189,1913.0,1994.0,-0.269,-0.052,-209.23552,0.745,712.0,73.0,
100,House,13011,71,8,CA,100,0.0,1.0,"DELLUMS, Ronald V.",D000222,1935.0,,-0.644,-0.646,-80.94981,0.894,725.0,28.0,
100,House,14040,71,22,CA,200,0.0,1.0,"MOORHEAD, Carlos John",M000926,1922.0,2011.0,0.465,-0.119,-170.25848,0.797,751.0,72.0,
100,House,14053,71,9,CA,100,0.0,1.0,"STARK, Fortney Hillman (Pete), Jr.",S000810,1931.0,,-0.631,-0.605,-107.87402,0.851,670.0,45.0,
100,House,14071,71,19,CA,200,0.0,1.0,"LAGOMARSINO, Robert John",L000020,1926.0,,0.378,-0.267,-206.62874,0.764,768.0,88.0,
100,House,14256,71,7,CA,100,0.0,1.0,"MILLER, George",M000725,1945.0,,-0.552,-0.398,-112.31766,0.853,708.0,50.0,
100,House,14257,71,13,CA,100,0.0,1.0,"MINETA, Norman Y.",M000794,1931.0,,-0.479,-0.01,-93.85164,0.882,745.0,35.0,
100,House,14280,71,24,CA,100,0.0,1.0,"WAXMAN, Henry Arnold",W000215,1939.0,,-0.473,-0.343,-82.11958,0.885,671.0,33.0,
100,House,14403,71,40,CA,200,0.0,1.0,"BADHAM, Robert Edward",B000024,1929.0,2005.0,0.541,0.084,-168.36158,0.746,575.0,65.0,
100,House,14405,71,23,CA,100,0.0,1.0,"BEILENSON, Anthony Charles",B000318,1932.0,,-0.44,-0.605,-190.8122,0.766,717.0,69.0,
100,House,14414,71,38,CA,200,1.0,1.0,"DORNAN, Robert Kenneth",D000435,1933.0,,0.49,-0.111,-204.02074,0.747,701.0,88.0,
100,House,14444,71,16,CA,100,0.0,1.0,"PANETTA, Leon Edward",P000047,1938.0,,-0.258,-0.186,-129.36429,0.84,741.0,56.0,
100,House,14613,71,15,CA,100,0.0,1.0,"COELHO, Tony",C000581,1942.0,,-0.413,0.344,-68.08153,0.911,730.0,19.0,
100,House,14616,71,39,CA,200,0.0,1.0,"DANNEMEYER, William Edwin",D000044,1929.0,,0.691,-0.24,-128.75018,0.841,743.0,52.0,
100,House,14620,71,28,CA,100,0.0,1.0,"DIXON, Julian Carey",D000373,1934.0,2000.0,-0.458,-0.076,-63.02621,0.908,650.0,18.0,
100,House,14624,71,4,CA,100,0.0,1.0,"FAZIO, Victor Herbert, Jr.",F000053,1942.0,,-0.455,0.36,-79.37374,0.899,742.0,24.0,
100,House,14644,71,35,CA,200,0.0,1.0,"LEWIS, Charles Jeremy (Jerry)",L000274,1934.0,,0.348,-0.101,-255.40546,0.679,659.0,111.0,
100,House,14647,71,42,CA,200,0.0,1.0,"LUNGREN, Daniel Edward",L000517,1946.0,,0.497,-0.054,-203.28517,0.748,700.0,94.0,
100,House,14649,71,3,CA,100,0.0,1.0,"MATSUI, Robert T.",M000249,1941.0,2005.0,-0.404,-0.03,-86.04208,0.889,729.0,32.0,
100,House,14652,71,17,CA,200,0.0,1.0,"PASHAYAN, Charles, Jr.",P000097,1941.0,,0.282,-0.232,-319.38636,0.651,743.0,153.0,
100,House,14660,71,14,CA,200,0.0,1.0,"SHUMWAY, Norman David",S000393,1934.0,,0.556,0.39,-223.01705,0.745,759.0,106.0,
100,House,14669,71,20,CA,200,0.0,1.0,"THOMAS, William Marshall",T000188,1941.0,,0.371,-0.277,-232.07263,0.73,737.0,107.0,
100,House,14813,71,33,CA,200,0.0,1.0,"DREIER, David Timothy",D000492,1952.0,,0.478,-0.084,-195.03162,0.771,751.0,81.0,
100,House,14816,71,31,CA,100,0.0,1.0,"DYMALLY, Mervyn Malcolm",D000592,1926.0,2012.0,-0.685,-0.039,-91.33169,0.873,672.0,36.0,
100,House,14835,71,45,CA,200,0.0,1.0,"HUNTER, Duncan Lee",H000981,1948.0,,0.47,0.02,-198.47586,0.758,715.0,84.0,
100,House,14837,71,11,CA,100,0.0,1.0,"LANTOS, Thomas Peter",L000090,1928.0,2008.0,-0.376,-0.033,-92.67122,0.882,739.0,45.0,
100,House,14839,71,41,CA,200,0.0,1.0,"LOWERY, William David",L000479,1947.0,,0.33,-0.254,-269.10904,0.69,724.0,111.0,
100,House,14879,71,30,CA,100,0.0,1.0,"MARTÍNEZ, Matthew G.",M000206,1929.0,2011.0,-0.341,0.106,-104.43852,0.865,720.0,39.0,
100,House,15004,71,44,CA,100,0.0,1.0,"BATES, Jim",B000236,1941.0,,-0.279,-0.682,-231.60925,0.725,719.0,89.0,
100,House,15005,71,26,CA,100,0.0,1.0,"BERMAN, Howard Lawrence",B000410,1941.0,,-0.404,-0.286,-87.54456,0.885,716.0,37.0,
100,House,15009,71,1,CA,100,0.0,1.0,"BOSCO, Douglas Harry",B000648,1946.0,,-0.271,-0.024,-162.96327,0.787,682.0,61.0,
100,House,15011,71,6,CA,100,0.0,1.0,"BOXER, Barbara",B000711,1940.0,,-0.45,-0.423,-98.88939,0.87,709.0,45.0,
100,House,15032,71,18,CA,100,0.0,1.0,"LEHMAN, Richard Henry",L000225,1948.0,,-0.27,-0.036,-96.78341,0.875,723.0,34.0,
100,House,15034,71,27,CA,100,0.0,1.0,"LEVINE, Meldon Edises",L000264,1943.0,,-0.436,-0.24,-80.45535,0.898,744.0,31.0,
100,House,15040,71,37,CA,200,0.0,1.0,"McCANDLESS, Alfred A.",M000306,1927.0,,0.474,-0.225,-190.84035,0.759,692.0,74.0,
100,House,15051,71,43,CA,200,0.0,1.0,"PACKARD, Ronald C.",P000005,1931.0,,0.419,0.152,-211.10163,0.755,752.0,91.0,
100,House,15070,71,34,CA,100,0.0,1.0,"TORRES, Esteban Edward",T000316,1930.0,,-0.487,0.012,-91.26329,0.885,750.0,34.0,
100,House,15080,71,5,CA,100,1.0,1.0,"BURTON, Sala Galante",B001158,1925.0,1987.0,-0.585,-0.137,,,,,
100,House,15413,71,21,CA,200,0.0,1.0,"GALLEGLY, Elton W.",G000021,1944.0,,0.402,-0.1,-173.90873,0.794,753.0,57.0,
100,House,15420,71,2,CA,200,0.0,1.0,"HERGER, Walter William (Wally)",H000528,1945.0,,0.551,0.117,-215.03041,0.754,762.0,91.0,
100,House,15428,71,12,CA,200,0.0,1.0,"KONNYU, Ernest Leslie",K000309,1937.0,,0.372,-0.345,-227.84236,0.712,670.0,91.0,
100,House,15448,71,5,CA,100,2.0,2.0,"PELOSI, Nancy",P000197,1940.0,,-0.493,-0.203,-64.77757,0.89925,610.0,25.0,1.0
100,House,14051,62,1,CO,100,0.0,1.0,"SCHROEDER, Patricia Scott",S000142,1940.0,,-0.225,-0.974,-325.28209,0.65,755.0,181.0,
100,House,14803,62,4,CO,200,0.0,1.0,"BROWN, George Hanks (Hank)",B000919,1940.0,,0.511,-0.762,-300.44177,0.668,744.0,117.0,
100,House,15058,62,6,CO,200,0.0,1.0,"SCHAEFER, Daniel",S000109,1936.0,2006.0,0.479,-0.123,-251.6821,0.712,742.0,100.0,
100,House,15407,62,3,CO,100,0.0,1.0,"CAMPBELL, Ben Nighthorse",C000077,1933.0,,-0.141,0.07,-191.34962,0.771,737.0,77.0,
100,House,15419,62,5,CO,200,0.0,1.0,"HEFLEY, Joel M.",H000444,1935.0,,0.591,0.13,-282.0827,0.688,754.0,133.0,
100,House,15443,62,2,CO,100,0.0,1.0,"SKAGGS, David Evans",S000462,1943.0,,-0.355,-0.187,-194.11556,0.773,755.0,79.0,
100,House,13029,1,4,CT,200,1.0,1.0,"McKINNEY, Stewart Brett",M000527,1931.0,1987.0,-0.006,-0.609,-14.40576,0.741,48.0,5.0,
100,House,14825,1,2,CT,100,0.0,1.0,"GEJDENSON, Samuel",G000120,1948.0,,-0.416,-0.486,-101.36446,0.873,745.0,40.0,
100,House,14877,1,1,CT,100,0.0,1.0,"KENNELLY, Barbara Bailey",K000118,1936.0,,-0.346,-0.13,-109.90982,0.862,741.0,53.0,
100,House,15028,1,6,CT,200,0.0,1.0,"JOHNSON, Nancy Lee",J000163,1935.0,,0.122,-0.513,-324.03437,0.648,747.0,171.0,
100,House,15045,1,3,CT,100,0.0,1.0,"MORRISON, Bruce Andrew",M000992,1944.0,,-0.396,-0.59,-134.43042,0.833,737.0,54.0,
100,House,15123,1,5,CT,200,1.0,1.0,"ROWLAND, John",R000482,1957.0,,0.169,-0.399,-283.13199,0.688,756.0,120.0,
100,House,15449,1,4,CT,200,2.0,2.0,"SHAYS, Christopher H.",S001144,1945.0,,0.129,-0.992,-192.33336,0.683,505.0,91.0,
100,House,15015,11,1,DE,100,0.0,1.0,"CARPER, Thomas Richard",C000174,1947.0,,-0.174,-0.22,-257.05616,0.71079,753.0,113.0,1.0
100,House,633,43,3,FL,100,0.0,1.0,"BENNETT, Charles Edward",B000371,1910.0,2003.0,-0.088,0.421,-266.94867,0.707,771.0,126.0,
100,House,3078,43,19,FL,100,0.0,1.0,"FASCELL, Dante Bruno",F000041,1917.0,1998.0,-0.4,0.229,-109.04121,0.863,742.0,41.0,
100,House,7333,43,18,FL,100,0.0,1.0,"PEPPER, Claude Denson",P000218,1900.0,1989.0,-0.422,0.357,-121.84882,0.827,640.0,51.0,
100,House,10588,43,7,FL,100,0.0,1.0,"GIBBONS, Sam Melville",G000153,1920.0,2012.0,-0.233,0.17,-247.89148,0.711,727.0,99.0,
100,House,12007,43,4,FL,100,0.0,1.0,"CHAPPELL, William Venroe, Jr.",C000321,1922.0,1989.0,-0.098,0.916,-161.15087,0.795,704.0,71.0,
100,House,13047,43,8,FL,200,0.0,1.0,"YOUNG, Charles William (Bill)",Y000031,1930.0,2013.0,0.325,-0.112,-245.55444,0.712,722.0,121.0,
100,House,14029,43,17,FL,100,0.0,1.0,"LEHMAN, William",L000226,1913.0,2005.0,-0.483,-0.001,-87.7353,0.89,756.0,32.0,
100,House,14428,43,10,FL,200,0.0,1.0,"IRELAND, Andrew Poysell (Andy)",I000029,1930.0,,0.42,-0.312,-175.30415,0.782,714.0,68.0,
100,House,14636,43,1,FL,100,0.0,1.0,"HUTTO, Earl Dewitt",H001018,1926.0,,-0.007,0.732,-176.24775,0.788,739.0,82.0,
100,House,14648,43,14,FL,100,0.0,1.0,"MICA, Daniel Andrew",M000688,1944.0,,-0.184,0.363,-103.93956,0.816,510.0,45.0,
100,House,14651,43,11,FL,100,0.0,1.0,"NELSON, Clarence William (Bill)",N000032,1942.0,,-0.192,0.341,-247.13155,0.72394,765.0,119.0,1.0
100,House,14842,43,5,FL,200,0.0,1.0,"McCOLLUM, Ira William, Jr. (Bill)",M000350,1944.0,,0.377,-0.101,-215.52213,0.738,710.0,99.0,
100,House,14860,43,15,FL,200,0.0,1.0,"SHAW, Eugene Clay, Jr.",S000303,1939.0,2013.0,0.3,-0.142,-235.21286,0.727,738.0,121.0,
100,House,15006,43,9,FL,200,0.0,1.0,"BILIRAKIS, Michael",B000463,1930.0,,0.382,-0.219,-233.71487,0.73,744.0,103.0,
100,House,15035,43,12,FL,200,0.0,1.0,"LEWIS, Thomas F.",L000295,1924.0,2003.0,0.387,-0.324,-175.69528,0.791,751.0,73.0,
100,House,15037,43,13,FL,200,0.0,1.0,"MACK, Connie, III",M000019,1940.0,,0.466,-0.321,-113.04367,0.805,522.0,49.0,
100,House,15038,43,6,FL,100,0.0,1.0,"MacKAY, Kenneth Hood, Jr. (Buddy)",M000023,1933.0,,-0.13,-0.117,-173.32372,0.733,559.0,71.0,
100,House,15062,43,16,FL,100,0.0,1.0,"SMITH, Lawrence Jack",S000586,1941.0,,-0.355,0.075,-93.96293,0.873,691.0,28.0,
100,House,95415,43,2,FL,100,0.0,1.0,"GRANT, James William",G000382,1943.0,,-0.218,0.958,-144.1717,0.821,730.0,60.0,
100,House,14404,44,10,GA,100,0.0,1.0,"BARNARD, Druie Douglas, Jr.",B000153,1922.0,,-0.028,0.639,-229.83309,0.712,676.0,102.0,
100,House,14429,44,9,GA,100,0.0,1.0,"JENKINS, Edgar Lanier (Ed)",J000083,1933.0,2012.0,-0.116,0.678,-165.75899,0.793,716.0,74.0,
100,House,14627,44,6,GA,200,0.0,1.0,"GINGRICH, Newton Leroy",G000225,1943.0,,0.377,-0.257,-158.71433,0.796,696.0,52.0,
100,House,14831,44,2,GA,100,0.0,1.0,"HATCHER, Charles Floyd",H000340,1939.0,,-0.202,0.722,-134.02228,0.825,698.0,59.0,
100,House,15053,44,3,GA,100,0.0,1.0,"RAY, Richard Belmont",R000080,1927.0,1999.0,0.035,0.56,-182.77998,0.717,550.0,79.0,
100,House,15057,44,8,GA,100,0.0,1.0,"ROWLAND, James Roy, Jr.",R000481,1926.0,,-0.127,0.616,-154.36084,0.814,748.0,67.0,
100,House,15069,44,1,GA,100,0.0,1.0,"THOMAS, Robert Lindsay",T000184,1943.0,,-0.14,0.673,-147.38008,0.821,747.0,58.0,
100,House,15081,44,7,GA,100,0.0,1.0,"DARDEN, George (Buddy)",D000051,1943.0,,-0.161,0.691,-176.15268,0.793,759.0,78.0,
100,House,15120,44,4,GA,200,1.0,1.0,"SWINDALL, Patrick Lynn",S001122,1950.0,,0.513,-0.289,-149.73166,0.815,730.0,66.0,
100,House,15431,44,5,GA,100,0.0,1.0,"LEWIS, John R.",L000287,1940.0,,-0.588,-0.236,-85.05686,0.89211,745.0,39.0,1.0
100,House,14400,82,2,HI,100,0.0,1.0,"AKAKA, Daniel Kahikina",A000069,1924.0,,-0.419,0.273,-91.02656,0.882,727.0,30.0,
100,House,15441,82,1,HI,200,0.0,1.0,"SAIKI, Patricia",S000014,1930.0,,0.096,-0.371,-295.27395,0.67,737.0,136.0,
100,House,14809,63,1,ID,200,0.0,1.0,"CRAIG, Larry Edwin",C000858,1945.0,,0.494,-0.014,-202.47393,0.759,736.0,85.0,
100,House,15117,63,2,ID,100,0.0,1.0,"STALLINGS, Richard Howard",S000785,1940.0,,-0.084,0.224,-216.96344,0.744,733.0,104.0,
100,House,6455,21,18,IL,200,0.0,1.0,"MICHEL, Robert Henry",M000692,1923.0,,0.372,-0.157,-238.23928,0.716,713.0,94.0,
100,House,7610,21,21,IL,100,0.0,1.0,"PRICE, Charles Melvin",P000522,1905.0,1988.0,-0.429,0.346,-69.99139,0.853,441.0,32.0,
100,House,8080,21,8,IL,100,0.0,1.0,"ROSTENKOWSKI, Daniel David",R000458,1928.0,2010.0,-0.39,0.246,-105.00262,0.85,647.0,50.0,
100,House,10421,21,9,IL,100,0.0,1.0,"YATES, Sidney Richard",Y000013,1909.0,2000.0,-0.494,-0.494,-109.87396,0.859,721.0,45.0,
100,House,10703,21,11,IL,100,0.0,1.0,"ANNUNZIO, Frank",A000212,1915.0,2001.0,-0.398,0.351,-86.80864,0.871,627.0,34.0,
100,House,12041,21,12,IL,200,0.0,1.0,"CRANE, Philip Miller",C000873,1930.0,2014.0,0.739,0.023,-113.61234,0.852,709.0,42.0,
100,House,14033,21,15,IL,200,0.0,1.0,"MADIGAN, Edward Rell",M000041,1936.0,1994.0,0.247,-0.396,-266.48336,0.689,714.0,120.0,
100,House,14068,21,7,IL,100,0.0,1.0,"COLLINS, Cardiss",C000634,1931.0,2013.0,-0.552,-0.218,-78.6559,0.896,715.0,30.0,
100,House,14239,21,6,IL,200,0.0,1.0,"HYDE, Henry John",H001022,1924.0,2007.0,0.312,-0.18,-255.89031,0.705,732.0,111.0,
100,House,14271,21,3,IL,100,0.0,1.0,"RUSSO, Martin Anthony",R000543,1944.0,,-0.192,-0.209,-258.62347,0.696,713.0,110.0,
100,House,14677,21,10,IL,200,0.0,1.0,"PORTER, John Edward",P000444,1935.0,,0.217,-0.604,-307.02192,0.66,739.0,150.0,
100,House,14841,21,16,IL,200,0.0,1.0,"MARTIN, Lynn Morley",M000195,1939.0,,0.345,-0.67,-193.69087,0.764,720.0,83.0,
100,House,14856,21,2,IL,100,0.0,1.0,"SAVAGE, Gus",S000081,1925.0,2015.0,-0.671,-0.39,-100.53857,0.865,692.0,35.0,
100,House,15021,21,20,IL,100,0.0,1.0,"DURBIN, Richard Joseph",D000563,1944.0,,-0.364,-0.359,-145.0718,0.8256,757.0,60.0,1.0
100,House,15023,21,17,IL,100,0.0,1.0,"EVANS, Lane Allen",E000250,1951.0,2014.0,-0.454,-0.181,-91.76616,0.886,758.0,37.0,
100,House,15036,21,5,IL,100,0.0,1.0,"LIPINSKI, William Oliver",L000342,1937.0,,-0.176,0.3,-221.79256,0.719,673.0,95.0,
100,House,15079,21,1,IL,100,0.0,1.0,"HAYES, Charles Arthur",H000388,1918.0,1997.0,-0.656,-0.395,-76.42938,0.902,742.0,29.0,
100,House,15088,21,19,IL,100,1.0,1.0,"BRUCE, Terry Lee",B000971,1944.0,,-0.268,-0.032,-147.30368,0.824,761.0,65.0,
100,House,15098,21,13,IL,200,1.0,1.0,"FAWELL, Harris W.",F000049,1929.0,,0.332,-0.616,-412.53356,0.582,762.0,188.0,
100,House,15101,21,22,IL,100,1.0,1.0,"GRAY, Kenneth James",G000400,1924.0,2014.0,-0.438,0.615,-80.57991,0.882,642.0,36.0,
100,House,15409,21,4,IL,200,0.0,1.0,"DAVIS, Jack",D000106,1935.0,,0.393,-0.603,-275.72672,0.69,743.0,116.0,
100,House,15417,21,14,IL,200,0.0,1.0,"HASTERT, John Dennis",H000323,1942.0,,0.443,-0.122,-199.05353,0.768,754.0,91.0,
100,House,15453,21,21,IL,100,2.0,2.0,"COSTELLO, Jerry Francis",C000794,1949.0,,-0.317,0.657,-18.37563,0.852,115.0,5.0,
100,House,10732,22,9,IN,100,0.0,1.0,"HAMILTON, Lee Herbert",H000114,1931.0,,-0.171,-0.053,-184.02891,0.787,769.0,84.0,
100,House,10742,22,10,IN,100,0.0,1.0,"JACOBS, Andrew, Jr.",J000033,1932.0,2013.0,-0.07,-0.846,-432.43017,0.557,739.0,232.0,
100,House,11036,22,7,IN,200,0.0,1.0,"MYERS, John Thomas",M001130,1927.0,2015.0,0.236,0.254,-261.51224,0.696,722.0,127.0,
100,House,14274,22,2,IN,100,0.0,1.0,"SHARP, Philip Riley",S000294,1942.0,,-0.166,-0.283,-193.49455,0.77,741.0,84.0,
100,House,14806,22,4,IN,200,0.0,1.0,"COATS, Daniel Ray",C000542,1943.0,,0.375,-0.227,-275.68911,0.695,759.0,134.0,
100,House,14834,22,3,IN,200,0.0,1.0,"HILER, John Patrick",H000586,1953.0,,0.413,-0.35,-179.93187,0.784,740.0,71.0,
100,House,15014,22,6,IN,200,0.0,1.0,"BURTON, Danny Lee",B001149,1938.0,,0.585,-0.026,-144.68235,0.824,749.0,60.0,
100,House,15041,22,8,IN,100,1.0,1.0,"McCLOSKEY, Francis Xavier",M000342,1939.0,2003.0,-0.336,0.094,-118.77675,0.853,748.0,47.0,
100,House,15124,22,1,IN,100,1.0,1.0,"VISCLOSKY, Peter",V000108,1949.0,,-0.402,0.249,-176.0026,0.79519,768.0,70.0,1.0
100,House,15426,22,5,IN,100,0.0,1.0,"JONTZ, James Prather",J000265,1951.0,2007.0,-0.357,-0.286,-152.59198,0.82,768.0,66.0,
100,House,8672,31,4,IA,100,0.0,1.0,"SMITH, Neal Edward",S000596,1920.0,,-0.313,0.174,-164.37692,0.794,714.0,76.0,
100,House,14432,31,1,IA,200,0.0,1.0,"LEACH, James Albert Smith",L000169,1942.0,,0.141,-0.79,-307.4337,0.656,730.0,127.0,
100,House,14668,31,2,IA,200,0.0,1.0,"TAUKE, Thomas Joseph",T000053,1950.0,,0.27,-0.775,-327.5922,0.643,741.0,150.0,
100,House,15106,31,5,IA,200,1.0,1.0,"LIGHTFOOT, James Ross",L000305,1938.0,,0.391,-0.211,-230.63942,0.727,723.0,107.0,
100,House,15414,31,6,IA,200,0.0,1.0,"GRANDY, Frederick Lawrence",G000371,1948.0,,0.283,-0.465,-322.98481,0.654,761.0,146.0,
100,House,15435,31,3,IA,100,0.0,1.0,"NAGLE, David Ray",N000003,1943.0,,-0.349,-0.052,-136.39599,0.829,729.0,58.0,
100,House,14422,32,4,KS,100,0.0,1.0,"GLICKMAN, Daniel Robert",G000240,1944.0,,-0.133,-0.149,-219.22393,0.746,747.0,94.0,
100,House,14670,32,5,KS,200,0.0,1.0,"WHITTAKER, Robert Russell",W000426,1939.0,,0.346,-0.318,-235.84085,0.726,737.0,108.0,
100,House,14852,32,1,KS,200,0.0,1.0,"ROBERTS, Charles Patrick (Pat)",R000307,1936.0,,0.415,-0.096,-242.99123,0.71555,726.0,98.0,1.0
100,House,15061,32,2,KS,100,0.0,1.0,"SLATTERY, James Charles",S000477,1948.0,,-0.099,-0.04,-263.72597,0.704,751.0,114.0,
100,House,15109,32,3,KS,200,1.0,1.0,"MEYERS, Jan",M000684,1928.0,,0.208,-0.541,-297.276,0.673,751.0,153.0,
100,House,6845,51,2,KY,100,0.0,1.0,"NATCHER, William Huston",N000009,1909.0,1994.0,-0.288,0.575,-122.05874,0.854,771.0,41.0,
100,House,13024,51,3,KY,100,0.0,1.0,"MAZZOLI, Romano Louis",M000291,1932.0,,-0.186,-0.016,-189.81307,0.781,769.0,77.0,
100,House,14237,51,1,KY,100,0.0,1.0,"HUBBARD, Carroll, Jr.",H000878,1937.0,,-0.038,0.476,-244.84977,0.711,719.0,117.0,
100,House,14635,51,6,KY,200,0.0,1.0,"HOPKINS, Larry Jones",H000776,1933.0,,0.347,-0.242,-256.70931,0.714,761.0,112.0,
100,House,14854,51,5,KY,200,0.0,1.0,"ROGERS, Harold Dallas (Hal)",R000395,1937.0,,0.332,0.086,-279.71629,0.68732,746.0,148.0,1.0
100,House,15228,51,7,KY,100,1.0,1.0,"PERKINS, Carl Christopher",P000229,1954.0,,-0.56,0.793,-153.40013,0.819,770.0,66.0,
100,House,15406,51,4,KY,200,0.0,1.0,"BUNNING, James Paul David",B001066,1931.0,,0.521,-0.049,-170.00771,0.797,748.0,69.0,
100,House,14067,45,2,LA,100,0.0,1.0,"BOGGS, Corinne Claiborne (Lindy)",B000592,1916.0,2013.0,-0.359,0.501,-113.70297,0.855,727.0,42.0,
100,House,14427,45,5,LA,100,0.0,1.0,"HUCKABY, Thomas Jerald",H000901,1941.0,,-0.009,0.507,-218.56168,0.734,707.0,101.0,
100,House,14469,45,1,LA,200,0.0,1.0,"LIVINGSTON, Robert Linlithgow, Jr.",L000371,1943.0,,0.326,0.109,-209.98806,0.684,552.0,97.0,
100,House,14679,45,3,LA,100,0.0,1.0,"TAUZIN, Wilbert Joseph (Billy)",T000058,1943.0,,0.03,0.568,-167.27733,0.745,568.0,76.0,
100,House,14853,45,4,LA,100,1.0,1.0,"ROEMER, Charles Elson (Buddy), III",R000384,1943.0,,0.178,-0.415,-104.07041,0.511,155.0,48.0,
100,House,15401,45,6,LA,200,0.0,1.0,"BAKER, Richard Hugh",B000072,1948.0,,0.423,0.022,-219.92614,0.734,712.0,104.0,
100,House,15418,45,7,LA,100,0.0,1.0,"HAYES, James Allison",H000390,1946.0,,-0.057,0.755,-213.43545,0.742,715.0,100.0,
100,House,15422,45,8,LA,200,0.0,1.0,"HOLLOWAY, Clyde Cecil",H000729,1943.0,,0.475,0.004,-256.47785,0.699,716.0,124.0,
100,House,15451,45,4,LA,200,2.0,2.0,"McCRERY, James O., III",M000388,1949.0,,0.362,0.08,-78.13331,0.762,287.0,35.0,
100,House,14661,2,2,ME,200,0.0,1.0,"SNOWE, Olympia Jean",S000663,1947.0,,0.091,-0.548,-277.74771,0.695,763.0,110.0,
100,House,15404,2,1,ME,100,0.0,1.0,"BRENNAN, Joseph Edward",B000798,1934.0,,-0.308,-0.245,-115.77285,0.857,749.0,48.0,
100,House,14608,52,6,MD,100,0.0,1.0,"BYRON, Beverly Barton Butcher",B001220,1932.0,,-0.024,0.516,-211.52482,0.75,734.0,92.0,
100,House,14817,52,1,MD,100,0.0,1.0,"DYSON, Royden Patrick",D000593,1948.0,,-0.104,0.471,-211.339,0.745,717.0,92.0,
100,House,14873,52,5,MD,100,0.0,1.0,"HOYER, Steny Hamilton",H000874,1939.0,,-0.378,0.115,-89.73079,0.88752,752.0,38.0,1.0
