congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,dim1,dim2,log_likelihood,geo_mean_probability,number_of_votes,number_of_errors,conditional
104,House,11036,22,7,IN,200,0.0,1.0,"MYERS, John Thomas",M001130,1927.0,2015.0,0.236,0.254,-239.72815,0.806,1110.0,90.0,
104,House,15014,22,6,IN,200,0.0,1.0,"BURTON, Danny Lee",B001149,1938.0,,0.585,-0.026,-147.95241,0.88,1155.0,64.0,
104,House,15124,22,1,IN,100,0.0,1.0,"VISCLOSKY, Peter",V000108,1949.0,,-0.402,0.249,-485.56737,0.65868,1163.0,225.0,1.0
104,House,29117,22,3,IN,100,0.0,1.0,"ROEMER, Timothy John",R000385,1956.0,,-0.165,0.229,-577.02184,0.612,1174.0,263.0,
104,House,29350,22,5,IN,200,0.0,1.0,"BUYER, Stephen Earle",B001203,1958.0,,0.435,0.192,-143.34307,0.882,1146.0,56.0,
104,House,29518,22,2,IN,200,0.0,1.0,"McINTOSH, David Martin",M000481,1958.0,,0.576,0.008,-171.33519,0.859,1127.0,66.0,
104,House,29519,22,4,IN,200,0.0,1.0,"SOUDER, Mark Edward",S001143,1950.0,,0.435,-0.011,-292.45462,0.776,1153.0,119.0,
104,House,29520,22,8,IN,200,0.0,1.0,"HOSTETTLER, John Nathan",H000807,1961.0,,0.705,0.077,-214.81717,0.829,1148.0,90.0,
104,House,14432,31,1,IA,200,0.0,1.0,"LEACH, James Albert Smith",L000169,1942.0,,0.141,-0.79,-342.35793,0.744,1159.0,156.0,
104,House,15106,31,3,IA,200,0.0,1.0,"LIGHTFOOT, James Ross",L000305,1938.0,,0.391,-0.211,-177.40936,0.858,1155.0,76.0,
104,House,29118,31,2,IA,200,0.0,1.0,"NUSSLE, James Allen",N000172,1960.0,,0.417,-0.178,-170.09605,0.864,1161.0,66.0,
104,House,29521,31,4,IA,200,0.0,1.0,"GANSKE, Greg",G000041,1949.0,,0.239,-0.3,-289.5967,0.779,1158.0,118.0,
104,House,29522,31,5,IA,200,0.0,1.0,"LATHAM, Thomas",L000111,1948.0,,0.302,0.308,-202.62675,0.841,1170.0,79.0,
104,House,14852,32,1,KS,200,0.0,1.0,"ROBERTS, Charles Patrick (Pat)",R000307,1936.0,,0.415,-0.096,-188.187,0.84868,1147.0,74.0,1.0
104,House,15109,32,3,KS,200,0.0,1.0,"MEYERS, Jan",M000684,1928.0,,0.208,-0.541,-328.94002,0.747,1128.0,140.0,
104,House,29523,32,2,KS,200,0.0,1.0,"BROWNBACK, Sam Dale",B000953,1956.0,,0.439,-0.306,-189.97872,0.846,1140.0,77.0,
104,House,29524,32,4,KS,200,0.0,1.0,"TIAHRT, Todd",T000260,1951.0,,0.449,0.341,-227.10805,0.823,1164.0,92.0,
104,House,14854,51,5,KY,200,0.0,1.0,"ROGERS, Harold Dallas (Hal)",R000395,1937.0,,0.332,0.086,-170.39346,0.8606,1135.0,67.0,1.0
104,House,15406,51,4,KY,200,0.0,1.0,"BUNNING, James Paul David",B001066,1931.0,,0.521,-0.049,-143.39985,0.884,1160.0,53.0,
104,House,29352,51,2,KY,200,0.0,1.0,"LEWIS, Ron",L000293,1946.0,,0.418,0.417,-136.33802,0.89,1173.0,53.0,
104,House,29353,51,6,KY,100,0.0,1.0,"BAESLER, Henry Scott (Scotty)",B000028,1941.0,,-0.155,0.28,-454.62863,0.674,1154.0,204.0,
104,House,29525,51,1,KY,200,0.0,1.0,"WHITFIELD, Wayne Edward (Ed)",W000413,1943.0,,0.303,0.182,-291.5833,0.778,1161.0,105.0,
104,House,29526,51,3,KY,100,0.0,1.0,"WARD, Michael Delavan",W000139,1951.0,,-0.349,0.089,-286.08136,0.779,1146.0,109.0,
104,House,14469,45,1,LA,200,0.0,1.0,"LIVINGSTON, Robert Linlithgow, Jr.",L000371,1943.0,,0.326,0.109,-214.22058,0.829,1141.0,80.0,
104,House,14679,45,3,LA,100,0.0,1.0,"TAUZIN, Wilbert Joseph (Billy)",T000058,1943.0,,0.03,0.568,-152.89432,0.758,553.0,53.0,
104,House,15401,45,6,LA,200,0.0,1.0,"BAKER, Richard Hugh",B000072,1948.0,,0.423,0.022,-154.16377,0.87,1105.0,57.0,
104,House,15418,45,7,LA,100,0.0,1.0,"HAYES, James Allison",H000390,1946.0,,-0.057,0.755,-278.8149,0.678,718.0,134.0,
104,House,15451,45,5,LA,200,0.0,1.0,"McCRERY, James O., III",M000388,1949.0,,0.362,0.08,-150.08922,0.876,1137.0,54.0,
104,House,29120,45,2,LA,100,0.0,1.0,"JEFFERSON, William Jennings",J000070,1947.0,,-0.424,0.242,-256.98544,0.772,994.0,125.0,
104,House,29354,45,4,LA,100,0.0,1.0,"FIELDS, Cleo",F000110,1962.0,,-0.461,0.089,-263.07007,0.768,995.0,109.0,
104,House,94679,45,3,LA,200,0.0,2.0,"TAUZIN, Wilbert Joseph (Billy)",T000058,1943.0,,0.341,0.16,-91.39436,0.848,554.0,28.0,
104,House,95418,45,7,LA,200,0.0,2.0,"HAYES, James Allison",H000390,1946.0,,0.336,0.351,-31.46477,0.877,240.0,11.0,
104,House,29527,2,1,ME,200,0.0,1.0,"LONGLEY, James",L000431,1951.0,,0.253,-0.282,-286.55737,0.778,1139.0,116.0,
104,House,29528,2,2,ME,100,0.0,1.0,"BALDACCI, John Elias",B000081,1955.0,,-0.333,-0.001,-328.1017,0.753,1159.0,142.0,
104,House,14873,52,5,MD,100,0.0,1.0,"HOYER, Steny Hamilton",H000874,1939.0,,-0.378,0.115,-322.03287,0.75558,1149.0,145.0,1.0
104,House,15408,52,3,MD,100,0.0,1.0,"CARDIN, Benjamin Louis",C000141,1943.0,,-0.329,-0.256,-331.91828,0.74911,1149.0,146.0,1.0
104,House,15433,52,7,MD,100,0.0,1.0,"MFUME, Kweisi",M000687,1948.0,,-0.446,-0.496,-138.88538,0.826,727.0,57.0,
104,House,15434,52,8,MD,200,0.0,1.0,"MORELLA, Constance A.",M000941,1931.0,,-0.018,-0.893,-414.58914,0.695,1140.0,203.0,
104,House,29122,52,1,MD,200,0.0,1.0,"GILCHREST, Wayne Thomas",G000180,1946.0,,0.204,-0.563,-281.96793,0.786,1170.0,119.0,
104,House,29355,52,4,MD,100,0.0,1.0,"WYNN, Albert Russell",W000784,1951.0,,-0.38,0.038,-281.2416,0.785,1159.0,119.0,
104,House,29356,52,6,MD,200,0.0,1.0,"BARTLETT, Roscoe Gardner",B000208,1926.0,,0.493,-0.091,-158.52593,0.873,1168.0,67.0,
104,House,29529,52,2,MD,200,0.0,1.0,"EHRLICH, Robert L., Jr.",E000093,1957.0,,0.36,-0.366,-238.89328,0.814,1164.0,111.0,
104,House,29587,52,7,MD,100,0.0,2.0,"CUMMINGS, Elijah Eugene",C000984,1951.0,,-0.438,-0.148,-55.34851,0.81341,268.0,26.0,1.0
104,House,14039,3,9,MA,100,0.0,1.0,"MOAKLEY, John Joseph",M000834,1927.0,2001.0,-0.418,-0.054,-147.1238,0.824,759.0,55.0,
104,House,14055,3,10,MA,100,0.0,1.0,"STUDDS, Gerry Eastman",S001040,1937.0,2006.0,-0.444,-0.593,-157.0751,0.866,1091.0,52.0,
104,House,14435,3,7,MA,100,0.0,1.0,"MARKEY, Edward John",M000133,1946.0,,-0.5,-0.428,-191.25467,0.84739,1155.0,70.0,1.0
104,House,14824,3,4,MA,100,0.0,1.0,"FRANK, Barney",F000339,1940.0,,-0.499,-0.534,-352.10441,0.735,1142.0,125.0,
104,House,15427,3,8,MA,100,0.0,1.0,"KENNEDY, Joseph Patrick, II",K000110,1952.0,,-0.413,-0.453,-242.96837,0.808,1141.0,93.0,
104,House,15616,3,2,MA,100,0.0,1.0,"NEAL, Richard Edmund",N000015,1949.0,,-0.416,-0.121,-295.04248,0.76931,1125.0,129.0,1.0
104,House,29123,3,1,MA,100,0.0,1.0,"OLVER, John Walter",O000085,1936.0,,-0.577,-0.207,-186.26612,0.852,1162.0,78.0,
104,House,29357,3,3,MA,200,0.0,1.0,"BLUTE, Peter I.",B000576,1956.0,,0.192,-0.463,-318.52991,0.76,1160.0,149.0,
104,House,29358,3,5,MA,100,0.0,1.0,"MEEHAN, Martin Thomas",M000627,1956.0,,-0.39,-0.539,-305.67282,0.763,1132.0,124.0,
104,House,29359,3,6,MA,200,0.0,1.0,"TORKILDSEN, Peter Gerard",T000314,1958.0,,0.155,-0.7,-405.73691,0.701,1144.0,179.0,
104,House,2605,23,16,MI,100,0.0,1.0,"DINGELL, John David, Jr.",D000355,1926.0,,-0.448,0.313,-337.19429,0.742,1131.0,137.0,
104,House,10713,23,14,MI,100,0.0,1.0,"CONYERS, John, Jr.",C000714,1929.0,,-0.658,-0.514,-153.48322,0.87064,1108.0,67.0,1.0
104,House,14407,23,10,MI,100,0.0,1.0,"BONIOR, David Edward",B000619,1945.0,,-0.547,-0.006,-240.55749,0.814,1169.0,96.0,
104,House,14430,23,9,MI,100,0.0,1.0,"KILDEE, Dale Edward",K000172,1929.0,,-0.385,0.011,-334.16066,0.753,1176.0,132.0,
104,House,15033,23,12,MI,100,0.0,1.0,"LEVIN, Sander Martin",L000263,1931.0,,-0.377,-0.094,-275.12894,0.79013,1168.0,112.0,1.0
104,House,15446,23,6,MI,200,0.0,1.0,"UPTON, Frederick Stephen",U000031,1953.0,,0.339,-0.412,-342.89451,0.7469,1175.0,157.0,1.0
104,House,29124,23,4,MI,200,0.0,1.0,"CAMP, David Lee",C000071,1953.0,,0.385,-0.048,-238.37344,0.815,1163.0,100.0,
104,House,29125,23,15,MI,100,0.0,1.0,"COLLINS, Barbara-Rose",C000633,1939.0,,-0.648,-0.164,-124.01729,0.877,947.0,63.0,
104,House,29360,23,1,MI,100,0.0,1.0,"STUPAK, Bart T.",S001045,1952.0,,-0.396,0.701,-391.95661,0.713,1160.0,199.0,
104,House,29361,23,2,MI,200,0.0,1.0,"HOEKSTRA, Peter",H000676,1953.0,,0.516,-0.262,-297.64441,0.776,1172.0,132.0,
104,House,29362,23,3,MI,200,0.0,1.0,"EHLERS, Vernon James",E000092,1934.0,,0.316,-0.622,-361.79553,0.727,1135.0,181.0,
104,House,29363,23,5,MI,100,0.0,1.0,"BARCIA, James A.",B000134,1952.0,,-0.184,0.547,-523.72926,0.637,1160.0,248.0,
104,House,29364,23,7,MI,200,0.0,1.0,"SMITH, Nick H.",S000597,1934.0,,0.505,-0.229,-305.87431,0.766,1146.0,128.0,
104,House,29365,23,11,MI,200,0.0,1.0,"KNOLLENBERG, Joseph",K000288,1933.0,,0.366,-0.053,-198.54334,0.844,1174.0,75.0,
104,House,29530,23,8,MI,200,0.0,1.0,"CHRYSLER, Dick",C000385,1942.0,,0.488,-0.263,-176.82694,0.857,1148.0,73.0,
104,House,29531,23,13,MI,100,0.0,1.0,"RIVERS, Lynn Nancy",R000281,1956.0,,-0.383,-0.453,-237.63518,0.816,1171.0,104.0,
104,House,14265,33,8,MN,100,0.0,1.0,"OBERSTAR, James Louis",O000006,1934.0,2014.0,-0.553,0.304,-324.795,0.752,1142.0,153.0,
104,House,14458,33,4,MN,100,0.0,1.0,"VENTO, Bruce Frank",V000087,1940.0,2000.0,-0.472,-0.376,-227.81499,0.822,1163.0,96.0,
104,House,14656,33,5,MN,100,0.0,1.0,"SABO, Martin Olav",S000005,1938.0,2016.0,-0.516,-0.317,-269.18928,0.793,1162.0,121.0,
104,House,29126,33,3,MN,200,0.0,1.0,"RAMSTAD, James (Jim)",R000033,1946.0,,0.316,-0.683,-308.67668,0.763,1143.0,147.0,
104,House,29127,33,7,MN,100,0.0,1.0,"PETERSON, Collin Clark",P000258,1944.0,,-0.145,0.715,-589.14087,0.59992,1153.0,281.0,1.0
104,House,29366,33,2,MN,100,0.0,1.0,"MINGE, David R.",M000795,1942.0,,-0.213,-0.131,-562.94253,0.616,1163.0,270.0,
104,House,29532,33,1,MN,200,0.0,1.0,"GUTKNECHT, Gilbert W.",G000536,1951.0,,0.552,0.342,-334.76018,0.75,1162.0,125.0,
104,House,29533,33,6,MN,100,0.0,1.0,"LUTHER, William Paul",L000521,1945.0,,-0.306,-0.381,-397.94127,0.712,1173.0,178.0,
104,House,11035,46,3,MS,100,0.0,1.0,"MONTGOMERY, Gillespie V. (Sonny)",M000865,1920.0,2006.0,0.017,1.0,-353.64182,0.734,1145.0,157.0,
104,House,15617,46,4,MS,100,0.0,1.0,"PARKER, Michael (Mike)",P000066,1949.0,,0.034,0.758,-251.7488,0.689,677.0,117.0,
104,House,15637,46,5,MS,100,0.0,1.0,"TAYLOR, Gary Eugene (Gene)",T000074,1953.0,,-0.045,0.893,-667.20531,0.564,1166.0,305.0,
104,House,29368,46,2,MS,100,0.0,1.0,"THOMPSON, Bennie",T000193,1948.0,,-0.514,0.404,-234.96927,0.8152,1150.0,110.0,1.0
104,House,29534,46,1,MS,200,0.0,1.0,"WICKER, Roger F.",W000437,1951.0,,0.376,0.365,-130.41843,0.89375,1161.0,52.0,1.0
104,House,95617,46,4,MS,200,0.0,2.0,"PARKER, Michael (Mike)",P000066,1949.0,,0.341,0.239,-65.39071,0.866,454.0,21.0,
104,House,12009,34,1,MO,100,0.0,1.0,"CLAY, William Lacy, Sr.",C000488,1931.0,,-0.49,-0.872,-242.15503,0.797,1070.0,105.0,
104,House,14421,34,3,MO,100,0.0,1.0,"GEPHARDT, Richard Andrew",G000132,1941.0,,-0.416,0.245,-256.8364,0.788,1080.0,106.0,
104,House,14451,34,4,MO,100,0.0,1.0,"SKELTON, Isaac Newton, IV (Ike)",S000465,1931.0,2013.0,-0.172,0.724,-384.54365,0.718,1161.0,174.0,
104,House,14459,34,9,MO,100,0.0,1.0,"VOLKMER, Harold Lee",V000112,1931.0,2011.0,-0.196,0.329,-502.29103,0.62,1050.0,236.0,
104,House,14819,34,8,MO,200,0.0,1.0,"EMERSON, Norvell William (Bill)",E000174,1938.0,1996.0,0.332,-0.125,-140.12487,0.868,988.0,50.0,
104,House,15606,34,7,MO,200,0.0,1.0,"HANCOCK, Melton D. (Mel)",H000151,1929.0,2011.0,0.79,-0.048,-185.15716,0.852,1153.0,74.0,
104,House,29369,34,2,MO,200,0.0,1.0,"TALENT, James Matthes",T000024,1956.0,,0.364,0.098,-167.0181,0.865,1153.0,69.0,
104,House,29370,34,6,MO,100,0.0,1.0,"DANNER, Patsy Ann (Pat)",D000046,1934.0,,-0.186,0.529,-519.29771,0.642,1170.0,255.0,
104,House,29535,34,5,MO,100,0.0,1.0,"McCARTHY, Karen",M000316,1947.0,2010.0,-0.344,-0.225,-353.47155,0.736,1153.0,143.0,
104,House,14672,64,1,MT,100,0.0,1.0,"WILLIAMS, John Patrick",W000520,1937.0,,-0.315,-0.138,-417.74598,0.67,1043.0,172.0,
104,House,14605,35,1,NE,200,0.0,1.0,"BEREUTER, Douglas Kent",B000403,1939.0,,0.231,-0.347,-333.20412,0.752,1168.0,150.0,
104,House,29129,35,3,NE,200,0.0,1.0,"BARRETT, William E.",B000179,1929.0,2016.0,0.379,-0.073,-182.68535,0.855,1169.0,75.0,
104,House,29536,35,2,NE,200,0.0,1.0,"CHRISTENSEN, Jon Lynn",C000377,1963.0,,0.521,-0.038,-190.87757,0.849,1163.0,75.0,
104,House,15075,65,2,NV,200,0.0,1.0,"VUCANOVICH, Barbara Farrell",V000124,1921.0,2013.0,0.441,-0.109,-181.1693,0.855,1154.0,81.0,
104,House,29537,65,1,NV,200,0.0,1.0,"ENSIGN, John Eric",E000194,1958.0,,0.508,-0.464,-460.50744,0.672,1157.0,174.0,
104,House,29130,4,1,NH,200,0.0,1.0,"ZELIFF, William H., Jr.",Z000004,1936.0,,0.438,-0.461,-175.24031,0.858,1141.0,73.0,
104,House,29538,4,2,NH,200,0.0,1.0,"BASS, Charles Foster",B000220,1952.0,,0.331,-0.556,-202.1366,0.841,1165.0,84.0,
104,House,14855,12,5,NJ,200,0.0,1.0,"ROUKEMA, Margaret Scafati",R000465,1929.0,2014.0,0.162,-0.701,-396.98918,0.702,1124.0,185.0,
104,House,14863,12,4,NJ,200,0.0,1.0,"SMITH, Christopher Henry",S000522,1953.0,,0.159,-0.175,-342.06207,0.74175,1145.0,138.0,1.0
104,House,15071,12,9,NJ,100,0.0,1.0,"TORRICELLI, Robert Guy",T000317,1951.0,,-0.262,-0.118,-408.8556,0.674,1038.0,191.0,
104,House,15112,12,3,NJ,200,0.0,1.0,"SAXTON, Hugh James",S000097,1943.0,,0.238,-0.378,-261.94913,0.797,1157.0,114.0,
104,House,15454,12,6,NJ,100,0.0,1.0,"PALLONE, Frank, Jr.",P000034,1951.0,,-0.398,-0.168,-352.97114,0.74052,1175.0,166.0,1.0
104,House,15619,12,10,NJ,100,0.0,1.0,"PAYNE, Donald Milford",P000149,1934.0,2012.0,-0.592,-0.547,-155.94826,0.873,1147.0,60.0,
104,House,29132,12,1,NJ,100,0.0,1.0,"ANDREWS, Robert Ernest",A000210,1957.0,,-0.297,-0.119,-567.8646,0.596,1097.0,253.0,
104,House,29133,12,12,NJ,200,0.0,1.0,"ZIMMER, Richard",Z000008,1944.0,,0.27,-0.963,-418.10364,0.696,1152.0,184.0,
104,House,29371,12,7,NJ,200,0.0,1.0,"FRANKS, Robert Douglas",F000349,1951.0,2010.0,0.259,-0.836,-283.60169,0.784,1167.0,126.0,
104,House,29373,12,13,NJ,100,0.0,1.0,"MENENDEZ, Robert",M000639,1954.0,,-0.36,-0.114,-370.3776,0.72424,1148.0,156.0,1.0
104,House,29539,12,2,NJ,200,0.0,1.0,"LoBIONDO, Frank A.",L000554,1946.0,,0.212,-0.233,-374.32951,0.72599,1169.0,180.0,1.0
104,House,29540,12,8,NJ,200,0.0,1.0,"MARTINI, William J.",M000207,1947.0,,0.19,-0.788,-289.57938,0.78,1166.0,127.0,
104,House,29541,12,11,NJ,200,0.0,1.0,"FRELINGHUYSEN, Rodney P.",F000372,1946.0,,0.29,-0.281,-306.25518,0.76883,1165.0,139.0,1.0
104,House,14861,66,2,NM,200,0.0,1.0,"SKEEN, Joseph Richard",S000463,1927.0,2003.0,0.301,0.034,-180.11938,0.857,1171.0,64.0,
104,House,15055,66,3,NM,100,0.0,1.0,"RICHARDSON, Bill",R000229,1947.0,,-0.321,0.227,-321.53268,0.75,1118.0,142.0,
104,House,15624,66,1,NM,200,0.0,1.0,"SCHIFF, Steven Harvey",S000125,1947.0,1998.0,0.196,-0.261,-279.91791,0.781,1131.0,126.0,
104,House,13035,13,15,NY,100,0.0,1.0,"RANGEL, Charles B.",R000053,1930.0,,-0.514,-0.341,-188.55736,0.839,1072.0,73.0,
104,House,14015,13,20,NY,200,0.0,1.0,"GILMAN, Benjamin Arthur",G000212,1922.0,,0.043,-0.425,-366.93671,0.729,1160.0,146.0,
104,House,14248,13,29,NY,100,0.0,1.0,"LaFALCE, John Joseph",L000556,1939.0,,-0.357,0.112,-372.20391,0.717,1120.0,180.0,
104,House,14662,13,22,NY,200,0.0,1.0,"SOLOMON, Gerald Brooks Hunt",S000675,1930.0,2001.0,0.492,-0.333,-176.52763,0.856,1136.0,74.0,
104,House,14858,13,9,NY,100,0.0,1.0,"SCHUMER, Charles Ellis (Chuck)",S000148,1950.0,,-0.35,-0.404,-289.99425,0.76972,1108.0,120.0,1.0
104,House,15000,13,5,NY,100,0.0,1.0,"ACKERMAN, Gary Leonard",A000022,1942.0,,-0.429,-0.165,-219.36696,0.819,1097.0,92.0,
104,House,15007,13,23,NY,200,0.0,1.0,"BOEHLERT, Sherwood Louis",B000586,1936.0,,0.103,-0.718,-349.40641,0.742,1171.0,165.0,
104,House,15050,13,11,NY,100,0.0,1.0,"OWENS, Major Robert Odell",O000159,1936.0,2013.0,-0.569,-0.516,-161.71247,0.865,1118.0,66.0,
104,House,15072,13,10,NY,100,0.0,1.0,"TOWNS, Edolphus",T000326,1934.0,,-0.519,-0.132,-214.24352,0.818,1066.0,91.0,
104,House,15107,13,7,NY,100,0.0,1.0,"MANTON, Thomas J.",M000117,1932.0,2006.0,-0.361,0.382,-340.21698,0.742,1140.0,146.0,
104,House,15412,13,6,NY,100,0.0,1.0,"FLAKE, Floyd Harold",F000184,1945.0,,-0.455,-0.092,-233.07443,0.799,1039.0,98.0,
104,House,15423,13,31,NY,200,0.0,1.0,"HOUGHTON, Amory, Jr.",H000814,1926.0,,0.154,-0.281,-350.62757,0.728,1103.0,140.0,
104,House,15444,13,28,NY,100,0.0,1.0,"SLAUGHTER, Louise McIntosh",S000480,1929.0,,-0.464,-0.11,-239.26394,0.81187,1148.0,97.0,1.0
104,House,15603,13,17,NY,100,0.0,1.0,"ENGEL, Eliot Lance",E000179,1947.0,,-0.407,-0.081,-246.40968,0.80638,1145.0,104.0,1.0
104,House,15612,13,18,NY,100,0.0,1.0,"LOWEY, Nita M.",L000480,1937.0,,-0.389,-0.159,-211.15304,0.83266,1153.0,72.0,1.0
104,House,15614,13,21,NY,100,0.0,1.0,"McNULTY, Michael Robert",M000590,1947.0,,-0.369,0.369,-567.52179,0.601,1113.0,280.0,
104,House,15618,13,27,NY,200,0.0,1.0,"PAXON, L. William",P000148,1954.0,,0.472,-0.167,-118.54938,0.901,1134.0,36.0,
104,House,15630,13,25,NY,200,0.0,1.0,"WALSH, James T.",W000099,1947.0,,0.208,-0.19,-261.03415,0.798,1154.0,107.0,
104,House,15639,13,13,NY,200,0.0,1.0,"MOLINARI, Susan",M000843,1958.0,,0.256,-0.5,-239.5862,0.804,1101.0,91.0,
104,House,29134,13,16,NY,100,0.0,1.0,"SERRANO, José E.",S000248,1943.0,,-0.488,-0.397,-196.91774,0.84059,1134.0,84.0,1.0
104,House,29374,13,2,NY,200,0.0,1.0,"LAZIO, Enrico A. (Rick)",L000155,1958.0,,0.216,-0.588,-276.55791,0.789,1165.0,109.0,
104,House,29375,13,3,NY,200,0.0,1.0,"KING, Peter T.",K000210,1944.0,,0.261,-0.032,-309.77573,0.76634,1164.0,130.0,1.0
104,House,29377,13,8,NY,100,0.0,1.0,"NADLER, Jerrold Lewis",N000002,1947.0,,-0.51,-0.501,-182.20118,0.85241,1141.0,70.0,1.0
104,House,29378,13,12,NY,100,0.0,1.0,"VELÁZQUEZ, Nydia M.",V000081,1953.0,,-0.545,-0.355,-166.3998,0.86239,1124.0,67.0,1.0
104,House,29379,13,14,NY,100,0.0,1.0,"MALONEY, Carolyn Bosher",M000087,1946.0,,-0.384,-0.284,-208.6991,0.8319,1134.0,73.0,1.0
104,House,29380,13,26,NY,100,0.0,1.0,"HINCHEY, Maurice Dunlea",H000627,1938.0,,-0.575,-0.007,-198.71577,0.841,1150.0,88.0,
104,House,29381,13,30,NY,200,0.0,1.0,"QUINN, John Francis (Jack)",Q000016,1951.0,,0.198,-0.223,-309.70025,0.759,1121.0,130.0,
104,House,29542,13,1,NY,200,0.0,1.0,"FORBES, Michael Patrick",F000257,1952.0,,0.109,-0.112,-383.0807,0.715,1143.0,155.0,
104,House,29543,13,4,NY,200,0.0,1.0,"FRISA, Dan",F000387,1955.0,,0.264,0.024,-219.08347,0.828,1162.0,94.0,
104,House,29544,13,19,NY,200,0.0,1.0,"KELLY, Sue W.",K000078,1936.0,,0.231,-0.564,-251.28628,0.807,1171.0,103.0,
104,House,39316,13,24,NY,200,0.0,1.0,"McHUGH, John Michael",M000472,1948.0,,0.225,-0.063,-247.21947,0.805,1142.0,104.0,
104,House,14048,47,7,NC,100,0.0,1.0,"ROSE, Charles Grandison, III",R000436,1939.0,2012.0,-0.319,0.573,-427.23806,0.663,1040.0,197.0,
104,House,14233,47,8,NC,100,0.0,1.0,"HEFNER, Willie Gathrel (Bill)",H000448,1930.0,2009.0,-0.264,0.609,-338.08032,0.737,1106.0,161.0,
104,House,15092,47,6,NC,200,0.0,1.0,"COBLE, Howard",C000556,1931.0,2015.0,0.52,-0.081,-276.28238,0.79,1174.0,109.0,
104,House,15402,47,10,NC,200,0.0,1.0,"BALLENGER, Cass",B000104,1926.0,2015.0,0.464,-0.145,-160.70454,0.871,1159.0,70.0,
104,House,29135,47,11,NC,200,0.0,1.0,"TAYLOR, Charles Hart",T000067,1941.0,,0.488,0.116,-173.46031,0.859,1141.0,72.0,
104,House,29382,47,1,NC,100,0.0,1.0,"CLAYTON, Eva M.",C000494,1934.0,,-0.459,-0.032,-228.72486,0.818,1139.0,91.0,
104,House,29383,47,12,NC,100,0.0,1.0,"WATT, Melvin L.",W000207,1945.0,,-0.526,-0.155,-261.59771,0.797,1154.0,109.0,
104,House,29545,47,2,NC,200,0.0,1.0,"FUNDERBURK, David",F000426,1944.0,,0.545,0.449,-198.67447,0.843,1165.0,80.0,
104,House,29546,47,3,NC,200,0.0,1.0,"JONES, Walter Beaman, Jr.",J000255,1943.0,,0.238,-0.3,-306.82701,0.76863,1166.0,140.0,1.0
104,House,29547,47,4,NC,200,0.0,1.0,"HEINEMAN, Fred",H000452,1929.0,2010.0,0.296,0.126,-240.87016,0.81,1142.0,89.0,
104,House,29548,47,5,NC,200,0.0,1.0,"BURR, Richard M.",B001135,1955.0,,0.454,-0.059,-165.12489,0.86785,1165.0,70.0,1.0
104,House,29549,47,9,NC,200,0.0,1.0,"MYRICK, Sue",M001134,1941.0,,0.56,0.027,-149.53112,0.879,1162.0,55.0,
104,House,29384,36,1,ND,100,0.0,1.0,"POMEROY, Earl Ralph, III",P000422,1952.0,,-0.266,0.339,-378.30645,0.72,1153.0,169.0,
104,House,12030,24,11,OH,100,0.0,1.0,"STOKES, Louis",S000948,1925.0,2015.0,-0.578,-0.312,-168.11318,0.85,1036.0,64.0,
104,House,14045,24,16,OH,200,0.0,1.0,"REGULA, Ralph Straus",R000141,1924.0,,0.221,-0.223,-234.24757,0.819,1172.0,99.0,
104,House,14632,24,3,OH,100,0.0,1.0,"HALL, Tony Patrick",H000074,1942.0,,-0.28,0.155,-387.14417,0.695,1063.0,178.0,
104,House,14875,24,4,OH,200,0.0,1.0,"OXLEY, Michael Garver",O000163,1944.0,2016.0,0.382,-0.093,-159.78031,0.869,1134.0,62.0,
104,House,15029,24,9,OH,100,0.0,1.0,"KAPTUR, Marcia Carolyn (Marcy)",K000009,1946.0,,-0.35,0.118,-362.90268,0.72303,1119.0,164.0,1.0
104,House,15030,24,12,OH,200,0.0,1.0,"KASICH, John Richard",K000016,1952.0,,0.314,0.013,-205.78354,0.836,1147.0,98.0,
104,House,15121,24,17,OH,100,0.0,1.0,"TRAFICANT, James A., Jr.",T000350,1941.0,2014.0,-0.082,0.071,-688.26225,0.556,1172.0,352.0,
104,House,15442,24,14,OH,100,0.0,1.0,"SAWYER, Thomas Charles",S000094,1945.0,,-0.377,-0.114,-272.35502,0.791,1164.0,112.0,
104,House,15604,24,5,OH,200,0.0,1.0,"GILLMOR, Paul Eugene",G000210,1939.0,2007.0,0.254,0.106,-290.23832,0.775,1141.0,113.0,
104,House,29136,24,7,OH,200,0.0,1.0,"HOBSON, David Lee",H000666,1936.0,,0.315,-0.229,-210.20068,0.835,1165.0,85.0,
104,House,29137,24,8,OH,200,0.0,1.0,"BOEHNER, John Andrew",B000589,1949.0,,0.513,0.04,-115.70312,0.904,1151.0,41.0,
104,House,29386,24,2,OH,200,0.0,1.0,"PORTMAN, Robert Jones (Rob)",P000449,1955.0,,0.375,-0.258,-215.69155,0.82952,1154.0,92.0,1.0
104,House,29388,24,10,OH,200,0.0,1.0,"HOKE, Martin R.",H000707,1952.0,,0.338,-0.244,-247.41916,0.804,1137.0,105.0,
104,House,29389,24,13,OH,100,0.0,1.0,"BROWN, Sherrod",B000944,1952.0,,-0.439,-0.145,-286.19625,0.78052,1155.0,121.0,1.0
104,House,29390,24,15,OH,200,0.0,1.0,"PRYCE, Deborah D.",P000555,1951.0,,0.32,-0.329,-193.40155,0.842,1125.0,90.0,
