congress,chamber,rollnumber,icpsr,cast_code
101,Senate,44,14904,1
101,Senate,44,14907,1
101,Senate,44,14908,1
101,Senate,44,14909,1
101,Senate,44,14910,6
101,Senate,44,14912,1
101,Senate,44,14914,1
101,Senate,44,14915,1
101,Senate,44,14920,1
101,Senate,44,14921,1
101,Senate,44,14922,1
101,Senate,44,15037,1
101,Senate,44,15039,1
101,Senate,44,15054,1
101,Senate,44,15501,1
101,Senate,44,15502,1
101,Senate,44,15503,1
101,Senate,44,15504,1
101,Senate,44,15700,1
101,Senate,44,15701,1
101,Senate,44,15702,1
101,Senate,44,15703,1
101,Senate,44,15704,1
101,Senate,44,15705,1
101,Senate,44,99908,1
101,Senate,51,660,1
101,Senate,51,1252,1
101,Senate,51,1366,1
101,Senate,51,4812,1
101,Senate,51,9369,1
101,Senate,51,10513,1
101,Senate,51,10605,1
101,Senate,51,10700,1
101,Senate,51,10791,6
101,Senate,51,10808,1
101,Senate,51,10818,1
101,Senate,51,11029,1
101,Senate,51,11043,1
101,Senate,51,11044,1
101,Senate,51,11203,1
101,Senate,51,11204,6
101,Senate,51,12103,1
101,Senate,51,12107,1
101,Senate,51,12109,1
101,Senate,51,13039,1
101,Senate,51,13050,1
101,Senate,51,13056,1
101,Senate,51,14002,1
101,Senate,51,14009,1
101,Senate,51,14010,1
101,Senate,51,14031,1
101,Senate,51,14056,1
101,Senate,51,14073,6
101,Senate,51,14101,1
101,Senate,51,14103,1
101,Senate,51,14105,1
101,Senate,51,14107,1
101,Senate,51,14108,1
101,Senate,51,14203,6
101,Senate,51,14213,1
101,Senate,51,14226,1
101,Senate,51,14230,1
101,Senate,51,14240,1
101,Senate,51,14242,1
101,Senate,51,14268,1
101,Senate,51,14275,1
101,Senate,51,14282,1
101,Senate,51,14300,1
101,Senate,51,14302,1
101,Senate,51,14303,1
101,Senate,51,14304,1
101,Senate,51,14307,1
101,Senate,51,14423,3
101,Senate,51,14440,1
101,Senate,51,14467,1
101,Senate,51,14500,1
101,Senate,51,14501,1
101,Senate,51,14502,1
101,Senate,51,14503,1
101,Senate,51,14506,1
101,Senate,51,14508,1
101,Senate,51,14509,1
101,Senate,51,14511,1
101,Senate,51,14617,1
101,Senate,51,14628,1
101,Senate,51,14659,1
101,Senate,51,14700,1
101,Senate,51,14701,1
101,Senate,51,14702,6
101,Senate,51,14703,1
101,Senate,51,14704,6
101,Senate,51,14705,1
101,Senate,51,14706,1
101,Senate,51,14708,1
101,Senate,51,14709,1
101,Senate,51,14710,1
101,Senate,51,14712,1
101,Senate,51,14713,1
101,Senate,51,14806,1
101,Senate,51,14900,1
101,Senate,51,14902,1
101,Senate,51,14904,1
101,Senate,51,14907,1
101,Senate,51,14908,1
101,Senate,51,14909,1
101,Senate,51,14910,1
101,Senate,51,14912,1
101,Senate,51,14914,1
101,Senate,51,14915,1
101,Senate,51,14920,1
101,Senate,51,14921,1
101,Senate,51,14922,1
101,Senate,51,15037,1
101,Senate,51,15039,1
101,Senate,51,15054,1
101,Senate,51,15501,1
101,Senate,51,15502,6
101,Senate,51,15503,1
101,Senate,51,15504,1
101,Senate,51,15700,1
101,Senate,51,15701,1
101,Senate,51,15702,6
101,Senate,51,15703,1
101,Senate,51,15704,1
101,Senate,51,15705,1
101,Senate,51,99908,1
101,Senate,57,660,1
101,Senate,57,1252,1
101,Senate,57,1366,1
101,Senate,57,4812,1
101,Senate,57,9369,1
101,Senate,57,10513,1
101,Senate,57,10605,1
101,Senate,57,10700,1
101,Senate,57,10791,1
101,Senate,57,10808,1
101,Senate,57,10818,1
101,Senate,57,11029,6
101,Senate,57,11043,9
101,Senate,57,11044,1
101,Senate,57,11203,1
101,Senate,57,11204,1
101,Senate,57,12103,1
101,Senate,57,12107,1
101,Senate,57,12109,1
101,Senate,57,13039,1
101,Senate,57,13050,1
101,Senate,57,13056,1
101,Senate,57,14002,6
101,Senate,57,14009,1
101,Senate,57,14010,1
101,Senate,57,14031,6
101,Senate,57,14056,6
101,Senate,57,14073,1
101,Senate,57,14101,1
101,Senate,57,14103,1
101,Senate,57,14105,6
101,Senate,57,14107,1
101,Senate,57,14108,1
101,Senate,57,14203,1
101,Senate,57,14213,1
101,Senate,57,14226,1
101,Senate,57,14230,1
101,Senate,57,14240,1
101,Senate,57,14242,1
101,Senate,57,14268,1
101,Senate,57,14275,1
101,Senate,57,14282,1
101,Senate,57,14300,1
101,Senate,57,14302,1
101,Senate,57,14303,1
101,Senate,57,14304,1
101,Senate,57,14307,1
101,Senate,57,14423,1
101,Senate,57,14440,1
101,Senate,57,14467,1
101,Senate,57,14500,1
101,Senate,57,14501,1
101,Senate,57,14502,1
101,Senate,57,14503,1
101,Senate,57,14506,1
101,Senate,57,14508,1
101,Senate,57,14509,1
101,Senate,57,14511,6
101,Senate,57,14617,1
101,Senate,57,14628,1
101,Senate,57,14659,1
101,Senate,57,14700,1
101,Senate,57,14701,1
101,Senate,57,14702,1
101,Senate,57,14703,1
101,Senate,57,14704,1
101,Senate,57,14705,1
101,Senate,57,14706,9
101,Senate,57,14708,1
101,Senate,57,14709,1
101,Senate,57,14710,1
101,Senate,57,14712,1
101,Senate,57,14713,1
101,Senate,57,14806,1
101,Senate,57,14900,1
101,Senate,57,14902,1
101,Senate,57,14904,1
101,Senate,57,14907,1
101,Senate,57,14908,1
101,Senate,57,14909,6
101,Senate,57,14910,1
101,Senate,57,14912,1
101,Senate,57,14914,9
101,Senate,57,14915,1
101,Senate,57,14920,1
101,Senate,57,14921,1
101,Senate,57,14922,1
101,Senate,57,15037,1
101,Senate,57,15039,1
101,Senate,57,15054,1
101,Senate,57,15501,1
101,Senate,57,15502,1
101,Senate,57,15503,1
101,Senate,57,15504,1
101,Senate,57,15700,1
101,Senate,57,15701,1
101,Senate,57,15702,1
101,Senate,57,15703,1
101,Senate,57,15704,1
101,Senate,57,15705,1
101,Senate,57,99908,9
101,Senate,91,660,1
101,Senate,91,1252,1
101,Senate,91,1366,1
101,Senate,91,4812,1
101,Senate,91,9369,1
101,Senate,91,10513,1
101,Senate,91,10605,1
101,Senate,91,10700,1
101,Senate,91,10791,1
101,Senate,91,10808,1
101,Senate,91,10818,1
101,Senate,91,11029,1
101,Senate,91,11043,6
101,Senate,91,11044,1
101,Senate,91,11203,1
101,Senate,91,11204,1
101,Senate,91,12103,1
101,Senate,91,12107,1
101,Senate,91,12109,1
101,Senate,91,13039,6
101,Senate,91,13050,1
101,Senate,91,13056,1
101,Senate,91,14002,1
101,Senate,91,14009,1
101,Senate,91,14010,1
101,Senate,91,14031,1
101,Senate,91,14056,1
101,Senate,91,14073,6
101,Senate,91,14101,6
101,Senate,91,14103,1
101,Senate,91,14105,1
101,Senate,91,14107,1
101,Senate,91,14108,1
101,Senate,91,14203,1
101,Senate,91,14213,1
101,Senate,91,14226,1
101,Senate,91,14230,1
101,Senate,91,14240,1
101,Senate,91,14242,1
101,Senate,91,14268,1
101,Senate,91,14275,6
101,Senate,91,14282,1
101,Senate,91,14300,1
101,Senate,91,14302,1
101,Senate,91,14303,1
101,Senate,91,14304,1
101,Senate,91,14307,6
101,Senate,91,14423,9
101,Senate,91,14440,6
101,Senate,91,14467,1
101,Senate,91,14500,1
101,Senate,91,14501,6
101,Senate,91,14502,1
101,Senate,91,14503,1
101,Senate,91,14506,1
101,Senate,91,14508,1
101,Senate,91,14509,1
101,Senate,91,14511,1
101,Senate,91,14617,1
101,Senate,91,14628,1
101,Senate,91,14659,1
101,Senate,91,14700,1
101,Senate,91,14701,1
101,Senate,91,14702,6
101,Senate,91,14703,6
101,Senate,91,14704,6
101,Senate,91,14705,1
101,Senate,91,14706,1
101,Senate,91,14708,6
101,Senate,91,14709,6
101,Senate,91,14710,1
101,Senate,91,14712,1
101,Senate,91,14713,1
101,Senate,91,14806,1
101,Senate,91,14900,1
101,Senate,91,14902,1
101,Senate,91,14904,1
101,Senate,91,14907,1
101,Senate,91,14908,1
101,Senate,91,14909,1
101,Senate,91,14910,1
101,Senate,91,14912,1
101,Senate,91,14914,6
101,Senate,91,14915,1
101,Senate,91,14920,1
101,Senate,91,14921,1
101,Senate,91,14922,1
101,Senate,91,15037,1
101,Senate,91,15039,1
101,Senate,91,15054,1
101,Senate,91,15501,1
101,Senate,91,15502,1
101,Senate,91,15503,1
101,Senate,91,15504,1
101,Senate,91,15700,6
101,Senate,91,15701,1
101,Senate,91,15702,1
101,Senate,91,15703,6
101,Senate,91,15704,6
101,Senate,91,15705,1
101,Senate,91,99908,1
101,Senate,117,660,1
101,Senate,117,1252,1
101,Senate,117,1366,6
101,Senate,117,4812,6
101,Senate,117,9369,1
101,Senate,117,10513,1
101,Senate,117,10605,9
101,Senate,117,10700,1
101,Senate,117,10791,1
101,Senate,117,10808,1
101,Senate,117,10818,1
101,Senate,117,11029,1
101,Senate,117,11043,1
101,Senate,117,11044,1
101,Senate,117,11203,1
101,Senate,117,11204,6
101,Senate,117,12103,6
101,Senate,117,12107,1
101,Senate,117,12109,1
101,Senate,117,13039,1
101,Senate,117,13050,1
101,Senate,117,13056,6
101,Senate,117,14002,1
101,Senate,117,14009,1
101,Senate,117,14010,1
101,Senate,117,14031,1
101,Senate,117,14056,1
101,Senate,117,14073,1
101,Senate,117,14101,1
101,Senate,117,14103,1
101,Senate,117,14105,6
101,Senate,117,14107,1
101,Senate,117,14108,1
101,Senate,117,14203,1
101,Senate,117,14213,1
101,Senate,117,14226,1
101,Senate,117,14230,1
101,Senate,117,14240,9
101,Senate,117,14242,1
101,Senate,117,14268,1
101,Senate,117,14275,1
101,Senate,117,14282,1
101,Senate,117,14300,6
101,Senate,117,14302,6
101,Senate,117,14303,1
101,Senate,117,14304,1
101,Senate,117,14307,1
101,Senate,117,14423,6
101,Senate,117,14440,6
101,Senate,117,14467,1
101,Senate,117,14500,1
101,Senate,117,14501,1
101,Senate,117,14502,1
101,Senate,117,14503,1
101,Senate,117,14506,1
101,Senate,117,14508,1
101,Senate,117,14509,1
101,Senate,117,14511,1
101,Senate,117,14617,1
101,Senate,117,14628,1
101,Senate,117,14659,6
101,Senate,117,14700,1
101,Senate,117,14701,1
101,Senate,117,14702,1
101,Senate,117,14703,1
101,Senate,117,14704,6
101,Senate,117,14705,6
101,Senate,117,14706,1
101,Senate,117,14708,1
101,Senate,117,14709,1
101,Senate,117,14710,1
101,Senate,117,14712,1
101,Senate,117,14713,1
101,Senate,117,14806,1
101,Senate,117,14900,1
101,Senate,117,14902,1
101,Senate,117,14904,1
101,Senate,117,14907,1
101,Senate,117,14908,1
101,Senate,117,14909,6
101,Senate,117,14910,1
101,Senate,117,14912,1
101,Senate,117,14914,1
101,Senate,117,14915,6
101,Senate,117,14920,1
101,Senate,117,14921,1
101,Senate,117,14922,1
101,Senate,117,15037,1
101,Senate,117,15039,1
101,Senate,117,15054,6
101,Senate,117,15501,1
101,Senate,117,15502,6
101,Senate,117,15503,1
101,Senate,117,15504,1
101,Senate,117,15700,1
101,Senate,117,15701,1
101,Senate,117,15702,1
101,Senate,117,15703,1
101,Senate,117,15704,1
101,Senate,117,15705,1
101,Senate,117,99908,9
101,Senate,128,660,1
101,Senate,128,1252,1
101,Senate,128,1366,1
101,Senate,128,4812,1
101,Senate,128,9369,1
101,Senate,128,10513,1
101,Senate,128,10605,9
101,Senate,128,10700,1
101,Senate,128,10791,1
101,Senate,128,10808,6
101,Senate,128,10818,1
101,Senate,128,11029,1
101,Senate,128,11043,1
101,Senate,128,11044,6
101,Senate,128,11203,6
101,Senate,128,11204,1
101,Senate,128,12103,1
101,Senate,128,12107,1
101,Senate,128,12109,1
101,Senate,128,13039,6
101,Senate,128,13050,1
101,Senate,128,13056,1
101,Senate,128,14002,1
101,Senate,128,14009,1
101,Senate,128,14010,6
101,Senate,128,14031,1
101,Senate,128,14056,1
101,Senate,128,14073,1
101,Senate,128,14101,6
101,Senate,128,14103,1
101,Senate,128,14105,1
101,Senate,128,14107,1
101,Senate,128,14108,1
101,Senate,128,14203,1
101,Senate,128,14213,6
101,Senate,128,14226,1
101,Senate,128,14230,1
101,Senate,128,14240,6
101,Senate,128,14242,6
101,Senate,128,14268,1
101,Senate,128,14275,1
101,Senate,128,14282,1
101,Senate,128,14300,1
101,Senate,128,14302,1
101,Senate,128,14303,1
101,Senate,128,14304,1
101,Senate,128,14307,6
101,Senate,128,14423,1
101,Senate,128,14440,6
101,Senate,128,14467,1
101,Senate,128,14500,1
101,Senate,128,14501,1
101,Senate,128,14502,1
101,Senate,128,14503,1
101,Senate,128,14506,6
101,Senate,128,14508,1
101,Senate,128,14509,1
101,Senate,128,14511,1
101,Senate,128,14617,1
101,Senate,128,14628,1
101,Senate,128,14659,1
101,Senate,128,14700,1
101,Senate,128,14701,6
101,Senate,128,14702,6
101,Senate,128,14703,6
101,Senate,128,14704,1
101,Senate,128,14705,1
101,Senate,128,14706,6
101,Senate,128,14708,1
101,Senate,128,14709,1
101,Senate,128,14710,1
101,Senate,128,14712,1
101,Senate,128,14713,6
101,Senate,128,14806,6
101,Senate,128,14900,1
101,Senate,128,14902,1
101,Senate,128,14904,1
101,Senate,128,14907,1
101,Senate,128,14908,1
101,Senate,128,14909,1
101,Senate,128,14910,1
101,Senate,128,14912,1
101,Senate,128,14914,6
101,Senate,128,14915,1
101,Senate,128,14920,6
101,Senate,128,14921,1
101,Senate,128,14922,6
101,Senate,128,15037,1
101,Senate,128,15039,1
101,Senate,128,15054,6
101,Senate,128,15501,1
101,Senate,128,15502,1
101,Senate,128,15503,1
101,Senate,128,15504,1
101,Senate,128,15700,6
101,Senate,128,15701,1
101,Senate,128,15702,6
101,Senate,128,15703,6
101,Senate,128,15704,6
101,Senate,128,15705,1
101,Senate,128,99908,9
101,Senate,161,660,1
101,Senate,161,1252,1
101,Senate,161,1366,1
101,Senate,161,4812,1
101,Senate,161,9369,1
101,Senate,161,10513,1
101,Senate,161,10605,1
101,Senate,161,10700,1
101,Senate,161,10791,1
101,Senate,161,10808,1
101,Senate,161,10818,1
101,Senate,161,11029,1
101,Senate,161,11043,9
101,Senate,161,11044,1
101,Senate,161,11203,6
101,Senate,161,11204,1
101,Senate,161,12103,1
101,Senate,161,12107,1
101,Senate,161,12109,1
101,Senate,161,13039,1
101,Senate,161,13050,1
101,Senate,161,13056,1
101,Senate,161,14002,1
101,Senate,161,14009,1
101,Senate,161,14010,1
101,Senate,161,14031,1
101,Senate,161,14056,1
101,Senate,161,14073,6
101,Senate,161,14101,1
101,Senate,161,14103,1
101,Senate,161,14105,1
101,Senate,161,14107,1
101,Senate,161,14108,1
101,Senate,161,14203,1
101,Senate,161,14213,1
101,Senate,161,14226,1
101,Senate,161,14230,6
101,Senate,161,14240,1
101,Senate,161,14242,1
101,Senate,161,14268,1
101,Senate,161,14275,1
101,Senate,161,14282,1
101,Senate,161,14300,1
101,Senate,161,14302,1
101,Senate,161,14303,1
101,Senate,161,14304,1
101,Senate,161,14307,1
101,Senate,161,14423,1
101,Senate,161,14440,1
101,Senate,161,14467,1
101,Senate,161,14500,1
101,Senate,161,14501,1
101,Senate,161,14502,1
101,Senate,161,14503,1
101,Senate,161,14506,1
101,Senate,161,14508,1
101,Senate,161,14509,1
101,Senate,161,14511,1
101,Senate,161,14617,1
101,Senate,161,14628,1
101,Senate,161,14659,1
101,Senate,161,14700,1
