congress,chamber,rollnumber,icpsr,cast_code
103,Senate,192,11204,6
103,Senate,192,12107,1
103,Senate,192,12109,1
103,Senate,192,13039,1
103,Senate,192,13056,1
103,Senate,192,14009,1
103,Senate,192,14010,1
103,Senate,192,14031,1
103,Senate,192,14073,6
103,Senate,192,14101,1
103,Senate,192,14103,1
103,Senate,192,14105,6
103,Senate,192,14107,1
103,Senate,192,14108,1
103,Senate,192,14203,1
103,Senate,192,14213,1
103,Senate,192,14226,1
103,Senate,192,14230,1
103,Senate,192,14240,6
103,Senate,192,14268,1
103,Senate,192,14275,1
103,Senate,192,14300,1
103,Senate,192,14302,1
103,Senate,192,14304,1
103,Senate,192,14307,1
103,Senate,192,14400,6
103,Senate,192,14440,1
103,Senate,192,14500,1
103,Senate,192,14501,1
103,Senate,192,14502,1
103,Senate,192,14503,1
103,Senate,192,14506,1
103,Senate,192,14508,1
103,Senate,192,14509,1
103,Senate,192,14511,1
103,Senate,192,14617,9
103,Senate,192,14628,1
103,Senate,192,14659,6
103,Senate,192,14700,1
103,Senate,192,14702,1
103,Senate,192,14703,9
103,Senate,192,14704,1
103,Senate,192,14705,6
103,Senate,192,14708,1
103,Senate,192,14709,1
103,Senate,192,14710,1
103,Senate,192,14712,1
103,Senate,192,14713,1
103,Senate,192,14803,1
103,Senate,192,14806,1
103,Senate,192,14809,1
103,Senate,192,14812,6
103,Senate,192,14826,1
103,Senate,192,14900,1
103,Senate,192,14904,1
103,Senate,192,14907,9
103,Senate,192,14908,1
103,Senate,192,14910,9
103,Senate,192,14912,1
103,Senate,192,14914,1
103,Senate,192,14920,1
103,Senate,192,14921,1
103,Senate,192,14922,1
103,Senate,192,15011,1
103,Senate,192,15037,1
103,Senate,192,15039,1
103,Senate,192,15054,1
103,Senate,192,15116,1
103,Senate,192,15407,6
103,Senate,192,15501,1
103,Senate,192,15502,6
103,Senate,192,15503,1
103,Senate,192,15700,1
103,Senate,192,15701,1
103,Senate,192,15702,1
103,Senate,192,15703,1
103,Senate,192,15704,1
103,Senate,192,15705,1
103,Senate,192,49101,9
103,Senate,192,49104,6
103,Senate,192,49300,6
103,Senate,192,49301,1
103,Senate,192,49302,1
103,Senate,192,49303,1
103,Senate,192,49304,6
103,Senate,192,49305,1
103,Senate,192,49306,1
103,Senate,192,49307,1
103,Senate,192,49308,9
103,Senate,192,49309,6
103,Senate,192,99909,1
103,Senate,201,1366,1
103,Senate,201,4812,1
103,Senate,201,9369,6
103,Senate,201,10513,6
103,Senate,201,10791,1
103,Senate,201,10808,1
103,Senate,201,10818,1
103,Senate,201,11043,1
103,Senate,201,11044,6
103,Senate,201,11203,1
103,Senate,201,11204,1
103,Senate,201,12107,1
103,Senate,201,12109,1
103,Senate,201,13039,1
103,Senate,201,13056,1
103,Senate,201,14009,6
103,Senate,201,14010,6
103,Senate,201,14031,6
103,Senate,201,14073,1
103,Senate,201,14101,1
103,Senate,201,14103,6
103,Senate,201,14105,6
103,Senate,201,14107,1
103,Senate,201,14108,1
103,Senate,201,14203,1
103,Senate,201,14213,1
103,Senate,201,14226,6
103,Senate,201,14230,1
103,Senate,201,14240,1
103,Senate,201,14268,6
103,Senate,201,14275,1
103,Senate,201,14300,1
103,Senate,201,14302,1
103,Senate,201,14304,1
103,Senate,201,14307,1
103,Senate,201,14400,1
103,Senate,201,14440,1
103,Senate,201,14500,1
103,Senate,201,14501,6
103,Senate,201,14502,1
103,Senate,201,14503,6
103,Senate,201,14506,6
103,Senate,201,14508,1
103,Senate,201,14509,1
103,Senate,201,14511,6
103,Senate,201,14617,1
103,Senate,201,14628,6
103,Senate,201,14659,1
103,Senate,201,14700,6
103,Senate,201,14702,1
103,Senate,201,14703,1
103,Senate,201,14704,1
103,Senate,201,14705,1
103,Senate,201,14708,1
103,Senate,201,14709,1
103,Senate,201,14710,6
103,Senate,201,14712,1
103,Senate,201,14713,1
103,Senate,201,14803,6
103,Senate,201,14806,6
103,Senate,201,14809,1
103,Senate,201,14812,1
103,Senate,201,14826,6
103,Senate,201,14900,1
103,Senate,201,14904,1
103,Senate,201,14907,9
103,Senate,201,14908,6
103,Senate,201,14910,1
103,Senate,201,14912,1
103,Senate,201,14914,1
103,Senate,201,14920,1
103,Senate,201,14921,6
103,Senate,201,14922,1
103,Senate,201,15011,1
103,Senate,201,15037,6
103,Senate,201,15039,1
103,Senate,201,15054,1
103,Senate,201,15116,6
103,Senate,201,15407,1
103,Senate,201,15501,6
103,Senate,201,15502,1
103,Senate,201,15503,1
103,Senate,201,15700,1
103,Senate,201,15701,6
103,Senate,201,15702,1
103,Senate,201,15703,1
103,Senate,201,15704,1
103,Senate,201,15705,1
103,Senate,201,49101,1
103,Senate,201,49104,1
103,Senate,201,49300,1
103,Senate,201,49301,6
103,Senate,201,49302,6
103,Senate,201,49303,1
103,Senate,201,49304,6
103,Senate,201,49305,1
103,Senate,201,49306,6
103,Senate,201,49307,6
103,Senate,201,49308,1
103,Senate,201,49309,1
103,Senate,201,99909,9
103,Senate,212,1366,1
103,Senate,212,4812,1
103,Senate,212,9369,1
103,Senate,212,10513,1
103,Senate,212,10791,9
103,Senate,212,10808,1
103,Senate,212,10818,1
103,Senate,212,11043,1
103,Senate,212,11044,6
103,Senate,212,11203,1
103,Senate,212,11204,9
103,Senate,212,12107,1
103,Senate,212,12109,1
103,Senate,212,13039,1
103,Senate,212,13056,1
103,Senate,212,14009,1
103,Senate,212,14010,1
103,Senate,212,14031,1
103,Senate,212,14073,1
103,Senate,212,14101,1
103,Senate,212,14103,1
103,Senate,212,14105,6
103,Senate,212,14107,1
103,Senate,212,14108,1
103,Senate,212,14203,1
103,Senate,212,14213,1
103,Senate,212,14226,1
103,Senate,212,14230,1
103,Senate,212,14240,1
103,Senate,212,14268,9
103,Senate,212,14275,1
103,Senate,212,14300,9
103,Senate,212,14302,1
103,Senate,212,14304,1
103,Senate,212,14307,9
103,Senate,212,14400,1
103,Senate,212,14440,1
103,Senate,212,14500,1
103,Senate,212,14501,1
103,Senate,212,14502,1
103,Senate,212,14503,1
103,Senate,212,14506,1
103,Senate,212,14508,1
103,Senate,212,14509,1
103,Senate,212,14511,1
103,Senate,212,14617,1
103,Senate,212,14628,9
103,Senate,212,14659,1
103,Senate,212,14700,1
103,Senate,212,14702,1
103,Senate,212,14703,1
103,Senate,212,14704,1
103,Senate,212,14705,6
103,Senate,212,14708,1
103,Senate,212,14709,1
103,Senate,212,14710,1
103,Senate,212,14712,1
103,Senate,212,14713,1
103,Senate,212,14803,6
103,Senate,212,14806,1
103,Senate,212,14809,1
103,Senate,212,14812,1
103,Senate,212,14826,1
103,Senate,212,14900,1
103,Senate,212,14904,1
103,Senate,212,14907,1
103,Senate,212,14908,1
103,Senate,212,14910,1
103,Senate,212,14912,1
103,Senate,212,14914,1
103,Senate,212,14920,1
103,Senate,212,14921,1
103,Senate,212,14922,1
103,Senate,212,15011,1
103,Senate,212,15037,1
103,Senate,212,15039,1
103,Senate,212,15054,1
103,Senate,212,15116,6
103,Senate,212,15407,1
103,Senate,212,15501,9
103,Senate,212,15502,6
103,Senate,212,15503,1
103,Senate,212,15700,1
103,Senate,212,15701,1
103,Senate,212,15702,9
103,Senate,212,15703,6
103,Senate,212,15704,1
103,Senate,212,15705,1
103,Senate,212,49101,1
103,Senate,212,49104,1
103,Senate,212,49300,1
103,Senate,212,49301,1
103,Senate,212,49302,1
103,Senate,212,49303,1
103,Senate,212,49304,1
103,Senate,212,49305,1
103,Senate,212,49306,1
103,Senate,212,49307,1
103,Senate,212,49308,1
103,Senate,212,49309,1
103,Senate,212,99909,9
103,Senate,216,1366,1
103,Senate,216,4812,1
103,Senate,216,9369,1
103,Senate,216,10513,1
103,Senate,216,10791,1
103,Senate,216,10808,1
103,Senate,216,10818,6
103,Senate,216,11043,1
103,Senate,216,11044,6
103,Senate,216,11203,1
103,Senate,216,11204,1
103,Senate,216,12107,1
103,Senate,216,12109,1
103,Senate,216,13039,1
103,Senate,216,13056,1
103,Senate,216,14009,1
103,Senate,216,14010,1
103,Senate,216,14031,1
103,Senate,216,14073,6
103,Senate,216,14101,1
103,Senate,216,14103,1
103,Senate,216,14105,6
103,Senate,216,14107,1
103,Senate,216,14108,1
103,Senate,216,14203,1
103,Senate,216,14213,1
103,Senate,216,14226,1
103,Senate,216,14230,1
103,Senate,216,14240,1
103,Senate,216,14268,1
103,Senate,216,14275,1
103,Senate,216,14300,1
103,Senate,216,14302,1
103,Senate,216,14304,1
103,Senate,216,14307,1
103,Senate,216,14400,1
103,Senate,216,14440,1
103,Senate,216,14500,1
103,Senate,216,14501,1
103,Senate,216,14502,1
103,Senate,216,14503,1
103,Senate,216,14506,1
103,Senate,216,14508,1
103,Senate,216,14509,1
103,Senate,216,14511,6
103,Senate,216,14617,1
103,Senate,216,14628,1
103,Senate,216,14659,1
103,Senate,216,14700,1
103,Senate,216,14702,1
103,Senate,216,14703,1
103,Senate,216,14704,1
103,Senate,216,14705,1
103,Senate,216,14708,1
103,Senate,216,14709,1
103,Senate,216,14710,6
103,Senate,216,14712,6
103,Senate,216,14713,1
103,Senate,216,14803,1
103,Senate,216,14806,1
103,Senate,216,14809,1
103,Senate,216,14812,1
103,Senate,216,14826,6
103,Senate,216,14900,1
103,Senate,216,14904,1
103,Senate,216,14907,1
103,Senate,216,14908,1
103,Senate,216,14910,1
103,Senate,216,14912,1
103,Senate,216,14914,1
103,Senate,216,14920,1
103,Senate,216,14921,1
103,Senate,216,14922,1
103,Senate,216,15011,1
103,Senate,216,15037,1
103,Senate,216,15039,1
103,Senate,216,15054,1
103,Senate,216,15116,6
103,Senate,216,15407,1
103,Senate,216,15501,1
103,Senate,216,15502,1
103,Senate,216,15503,1
103,Senate,216,15700,1
103,Senate,216,15701,1
103,Senate,216,15702,1
103,Senate,216,15703,1
103,Senate,216,15704,6
103,Senate,216,15705,1
103,Senate,216,49101,1
103,Senate,216,49104,1
103,Senate,216,49300,1
103,Senate,216,49301,1
103,Senate,216,49302,1
103,Senate,216,49303,1
103,Senate,216,49304,1
103,Senate,216,49305,1
103,Senate,216,49306,1
103,Senate,216,49307,1
103,Senate,216,49308,1
103,Senate,216,49309,1
103,Senate,216,99909,9
103,Senate,219,1366,1
103,Senate,219,4812,1
103,Senate,219,9369,6
103,Senate,219,10513,6
103,Senate,219,10791,1
103,Senate,219,10808,1
103,Senate,219,10818,1
103,Senate,219,11043,1
103,Senate,219,11044,6
103,Senate,219,11203,1
103,Senate,219,11204,1
103,Senate,219,12107,1
103,Senate,219,12109,1
103,Senate,219,13039,1
103,Senate,219,13056,1
103,Senate,219,14009,6
103,Senate,219,14010,1
103,Senate,219,14031,6
103,Senate,219,14073,1
103,Senate,219,14101,1
103,Senate,219,14103,6
103,Senate,219,14105,6
103,Senate,219,14107,1
103,Senate,219,14108,1
103,Senate,219,14203,1
103,Senate,219,14213,1
103,Senate,219,14226,6
103,Senate,219,14230,1
103,Senate,219,14240,1
103,Senate,219,14268,6
103,Senate,219,14275,1
103,Senate,219,14300,1
103,Senate,219,14302,1
103,Senate,219,14304,1
103,Senate,219,14307,1
103,Senate,219,14400,1
103,Senate,219,14440,1
103,Senate,219,14500,1
103,Senate,219,14501,1
103,Senate,219,14502,6
103,Senate,219,14503,6
103,Senate,219,14506,6
103,Senate,219,14508,1
103,Senate,219,14509,1
103,Senate,219,14511,6
103,Senate,219,14617,1
103,Senate,219,14628,6
103,Senate,219,14659,6
103,Senate,219,14700,1
103,Senate,219,14702,9
103,Senate,219,14703,1
103,Senate,219,14704,1
103,Senate,219,14705,6
103,Senate,219,14708,1
103,Senate,219,14709,1
103,Senate,219,14710,1
103,Senate,219,14712,1
103,Senate,219,14713,1
103,Senate,219,14803,6
103,Senate,219,14806,6
103,Senate,219,14809,6
103,Senate,219,14812,1
103,Senate,219,14826,6
103,Senate,219,14900,6
103,Senate,219,14904,6
103,Senate,219,14907,1
103,Senate,219,14908,6
103,Senate,219,14910,1
103,Senate,219,14912,1
103,Senate,219,14914,1
103,Senate,219,14920,1
103,Senate,219,14921,6
103,Senate,219,14922,1
103,Senate,219,15011,1
103,Senate,219,15037,1
103,Senate,219,15039,6
103,Senate,219,15054,1
103,Senate,219,15116,6
103,Senate,219,15407,1
103,Senate,219,15501,1
103,Senate,219,15502,1
103,Senate,219,15503,1
103,Senate,219,15700,1
103,Senate,219,15701,1
103,Senate,219,15702,1
103,Senate,219,15703,1
103,Senate,219,15704,1
103,Senate,219,15705,1
103,Senate,219,49101,1
103,Senate,219,49104,1
103,Senate,219,49300,1
103,Senate,219,49301,1
103,Senate,219,49302,6
103,Senate,219,49303,1
103,Senate,219,49304,6
103,Senate,219,49305,1
103,Senate,219,49306,6
103,Senate,219,49307,1
103,Senate,219,49308,1
103,Senate,219,49309,1
103,Senate,219,99909,9
103,Senate,225,1366,1
103,Senate,225,4812,1
103,Senate,225,9369,1
103,Senate,225,10513,1
103,Senate,225,10791,1
103,Senate,225,10808,1
103,Senate,225,10818,1
103,Senate,225,11043,1
103,Senate,225,11044,6
103,Senate,225,11203,1
103,Senate,225,11204,1
103,Senate,225,12107,1
103,Senate,225,12109,1
103,Senate,225,13039,1
103,Senate,225,13056,1
103,Senate,225,14009,1
103,Senate,225,14010,1
103,Senate,225,14031,6
103,Senate,225,14073,1
103,Senate,225,14101,1
103,Senate,225,14103,1
103,Senate,225,14105,6
103,Senate,225,14107,1
103,Senate,225,14108,1
103,Senate,225,14203,1
103,Senate,225,14213,1
103,Senate,225,14226,1
103,Senate,225,14230,1
103,Senate,225,14240,1
103,Senate,225,14268,1
103,Senate,225,14275,1
103,Senate,225,14300,1
103,Senate,225,14302,1
103,Senate,225,14304,1
103,Senate,225,14307,1
103,Senate,225,14400,1
103,Senate,225,14440,1
103,Senate,225,14500,1
103,Senate,225,14501,1
103,Senate,225,14502,1
103,Senate,225,14503,1
103,Senate,225,14506,1
103,Senate,225,14508,1
103,Senate,225,14509,1
103,Senate,225,14511,6
103,Senate,225,14617,1
103,Senate,225,14628,1
103,Senate,225,14659,1
103,Senate,225,14700,1
103,Senate,225,14702,1
103,Senate,225,14703,1
103,Senate,225,14704,1
103,Senate,225,14705,6
103,Senate,225,14708,1
103,Senate,225,14709,1
103,Senate,225,14710,1
103,Senate,225,14712,1
103,Senate,225,14713,1
103,Senate,225,14803,6
103,Senate,225,14806,1
103,Senate,225,14809,6
103,Senate,225,14812,1
103,Senate,225,14826,6
103,Senate,225,14900,1
103,Senate,225,14904,1
103,Senate,225,14907,1
103,Senate,225,14908,1
103,Senate,225,14910,1
103,Senate,225,14912,1
103,Senate,225,14914,1
103,Senate,225,14920,1
103,Senate,225,14921,1
103,Senate,225,14922,1
103,Senate,225,15011,1
103,Senate,225,15037,1
103,Senate,225,15039,1
103,Senate,225,15054,1
103,Senate,225,15116,6
103,Senate,225,15407,1
103,Senate,225,15501,1
103,Senate,225,15502,6
103,Senate,225,15503,1
103,Senate,225,15700,1
103,Senate,225,15701,1
103,Senate,225,15702,1
103,Senate,225,15703,1
103,Senate,225,15704,1
103,Senate,225,15705,1
103,Senate,225,49101,1
103,Senate,225,49104,1
103,Senate,225,49300,1
103,Senate,225,49301,1
103,Senate,225,49302,6
103,Senate,225,49303,1
103,Senate,225,49304,6
103,Senate,225,49305,1
103,Senate,225,49306,6
103,Senate,225,49307,1
103,Senate,225,49308,1
103,Senate,225,49309,1
103,Senate,225,99909,9
103,Senate,231,1366,6
103,Senate,231,4812,1
103,Senate,231,9369,6
103,Senate,231,10513,6
103,Senate,231,10791,1
103,Senate,231,10808,1
103,Senate,231,10818,1
103,Senate,231,11043,9
103,Senate,231,11044,6
103,Senate,231,11203,1
103,Senate,231,11204,6
103,Senate,231,12107,6
103,Senate,231,12109,1
103,Senate,231,13039,1
103,Senate,231,13056,1
103,Senate,231,14009,6
103,Senate,231,14010,6
103,Senate,231,14031,6
103,Senate,231,14073,1
103,Senate,231,14101,1
103,Senate,231,14103,6
103,Senate,231,14105,6
103,Senate,231,14107,1
103,Senate,231,14108,1
103,Senate,231,14203,1
103,Senate,231,14213,1
103,Senate,231,14226,6
103,Senate,231,14230,1
103,Senate,231,14240,1
103,Senate,231,14268,6
103,Senate,231,14275,1
103,Senate,231,14300,1
103,Senate,231,14302,1
103,Senate,231,14304,1
103,Senate,231,14307,1
103,Senate,231,14400,1
103,Senate,231,14440,1
103,Senate,231,14500,1
103,Senate,231,14501,6
103,Senate,231,14502,1
103,Senate,231,14503,6
103,Senate,231,14506,6
103,Senate,231,14508,1
103,Senate,231,14509,1
103,Senate,231,14511,6
103,Senate,231,14617,1
103,Senate,231,14628,6
103,Senate,231,14659,1
103,Senate,231,14700,1
103,Senate,231,14702,1
103,Senate,231,14703,1
103,Senate,231,14704,6
103,Senate,231,14705,1
103,Senate,231,14708,6
103,Senate,231,14709,1
103,Senate,231,14710,6
103,Senate,231,14712,6
103,Senate,231,14713,1
103,Senate,231,14803,6
103,Senate,231,14806,6
103,Senate,231,14809,6
103,Senate,231,14812,1
103,Senate,231,14826,6
103,Senate,231,14900,6
103,Senate,231,14904,6
103,Senate,231,14907,6
103,Senate,231,14908,6
103,Senate,231,14910,1
103,Senate,231,14912,1
103,Senate,231,14914,1
103,Senate,231,14920,1
103,Senate,231,14921,6
103,Senate,231,14922,1
103,Senate,231,15011,1
103,Senate,231,15037,6
103,Senate,231,15039,6
103,Senate,231,15054,1
103,Senate,231,15116,6
103,Senate,231,15407,1
103,Senate,231,15501,6
103,Senate,231,15502,1
103,Senate,231,15503,1
103,Senate,231,15700,1
103,Senate,231,15701,6
103,Senate,231,15702,6
103,Senate,231,15703,1
103,Senate,231,15704,1
103,Senate,231,15705,1
103,Senate,231,49101,1
103,Senate,231,49104,1
103,Senate,231,49300,1
103,Senate,231,49301,6
103,Senate,231,49302,6
103,Senate,231,49303,1
103,Senate,231,49304,6
103,Senate,231,49305,1
103,Senate,231,49306,1
103,Senate,231,49307,6
103,Senate,231,49308,1
103,Senate,231,49309,1
103,Senate,231,99909,9
103,Senate,236,1366,1
103,Senate,236,4812,1
103,Senate,236,9369,6
103,Senate,236,10513,6
103,Senate,236,10791,1
103,Senate,236,10808,1
103,Senate,236,10818,1
103,Senate,236,11043,1
103,Senate,236,11044,6
103,Senate,236,11203,1
103,Senate,236,11204,1
103,Senate,236,12107,1
103,Senate,236,12109,1
103,Senate,236,13039,1
103,Senate,236,13056,1
103,Senate,236,14009,6
103,Senate,236,14010,1
103,Senate,236,14031,6
103,Senate,236,14073,1
103,Senate,236,14101,1
103,Senate,236,14103,6
103,Senate,236,14105,6
103,Senate,236,14107,1
103,Senate,236,14108,1
103,Senate,236,14203,6
103,Senate,236,14213,1
103,Senate,236,14226,6
103,Senate,236,14230,1
103,Senate,236,14240,1
103,Senate,236,14268,6
103,Senate,236,14275,1
103,Senate,236,14300,1
103,Senate,236,14302,1
103,Senate,236,14304,1
103,Senate,236,14307,1
103,Senate,236,14400,1
103,Senate,236,14440,1
103,Senate,236,14500,1
103,Senate,236,14501,1
103,Senate,236,14502,1
103,Senate,236,14503,6
103,Senate,236,14506,1
103,Senate,236,14508,1
103,Senate,236,14509,1
103,Senate,236,14511,6
103,Senate,236,14617,1
103,Senate,236,14628,6
103,Senate,236,14659,1
103,Senate,236,14700,1
103,Senate,236,14702,1
103,Senate,236,14703,6
103,Senate,236,14704,1
103,Senate,236,14705,6
103,Senate,236,14708,1
103,Senate,236,14709,1
103,Senate,236,14710,1
103,Senate,236,14712,1
103,Senate,236,14713,1
103,Senate,236,14803,6
103,Senate,236,14806,6
103,Senate,236,14809,6
103,Senate,236,14812,1
103,Senate,236,14826,6
103,Senate,236,14900,1
103,Senate,236,14904,1
103,Senate,236,14907,1
103,Senate,236,14908,6
103,Senate,236,14910,1
103,Senate,236,14912,1
103,Senate,236,14914,1
103,Senate,236,14920,1
103,Senate,236,14921,1
103,Senate,236,14922,1
103,Senate,236,15011,1
103,Senate,236,15037,6
103,Senate,236,15039,6
103,Senate,236,15054,1
103,Senate,236,15116,6
103,Senate,236,15407,1
103,Senate,236,15501,1
103,Senate,236,15502,1
103,Senate,236,15503,1
103,Senate,236,15700,1
103,Senate,236,15701,1
103,Senate,236,15702,1
103,Senate,236,15703,1
103,Senate,236,15704,1
103,Senate,236,15705,1
103,Senate,236,49101,1
103,Senate,236,49104,1
103,Senate,236,49300,1
103,Senate,236,49301,6
103,Senate,236,49302,6
103,Senate,236,49303,1
103,Senate,236,49304,6
103,Senate,236,49305,1
103,Senate,236,49306,1
103,Senate,236,49307,6
103,Senate,236,49308,1
103,Senate,236,49309,1
103,Senate,236,99909,9
103,Senate,265,1366,1
103,Senate,265,4812,1
103,Senate,265,9369,1
103,Senate,265,10513,1
103,Senate,265,10791,1
103,Senate,265,10808,1
103,Senate,265,10818,1
103,Senate,265,11043,1
103,Senate,265,11044,1
103,Senate,265,11203,6
103,Senate,265,11204,1
103,Senate,265,12107,1
103,Senate,265,12109,1
103,Senate,265,13039,1
103,Senate,265,13056,1
103,Senate,265,14009,1
103,Senate,265,14010,1
103,Senate,265,14031,1
103,Senate,265,14073,6
103,Senate,265,14101,1
103,Senate,265,14103,1
103,Senate,265,14105,1
103,Senate,265,14107,1
103,Senate,265,14108,1
103,Senate,265,14203,1
103,Senate,265,14213,1
103,Senate,265,14226,1
103,Senate,265,14230,1
103,Senate,265,14240,1
103,Senate,265,14268,1
103,Senate,265,14275,1
103,Senate,265,14300,1
103,Senate,265,14302,1
103,Senate,265,14304,1
103,Senate,265,14307,1
103,Senate,265,14400,1
103,Senate,265,14440,1
103,Senate,265,14500,1
103,Senate,265,14501,1
103,Senate,265,14502,1
103,Senate,265,14503,1
103,Senate,265,14506,1
103,Senate,265,14508,6
103,Senate,265,14509,1
103,Senate,265,14511,6
103,Senate,265,14617,1
103,Senate,265,14628,9
103,Senate,265,14659,1
103,Senate,265,14700,1
103,Senate,265,14702,1
103,Senate,265,14703,1
103,Senate,265,14704,1
103,Senate,265,14705,1
103,Senate,265,14708,1
103,Senate,265,14709,1
103,Senate,265,14710,1
103,Senate,265,14712,1
103,Senate,265,14713,1
103,Senate,265,14803,1
103,Senate,265,14806,1
103,Senate,265,14809,1
103,Senate,265,14812,1
103,Senate,265,14826,1
103,Senate,265,14900,1
103,Senate,265,14904,1
103,Senate,265,14907,1
103,Senate,265,14908,1
103,Senate,265,14910,1
103,Senate,265,14912,1
103,Senate,265,14914,1
103,Senate,265,14920,1
103,Senate,265,14921,1
103,Senate,265,14922,1
103,Senate,265,15011,6
103,Senate,265,15037,1
103,Senate,265,15039,1
103,Senate,265,15054,1
103,Senate,265,15116,1
103,Senate,265,15407,1
103,Senate,265,15501,1
103,Senate,265,15502,1
103,Senate,265,15503,1
103,Senate,265,15700,1
103,Senate,265,15701,1
103,Senate,265,15702,1
103,Senate,265,15703,1
103,Senate,265,15704,1
103,Senate,265,15705,1
103,Senate,265,49101,6
103,Senate,265,49104,1
103,Senate,265,49300,1
103,Senate,265,49301,1
103,Senate,265,49302,1
103,Senate,265,49303,1
103,Senate,265,49304,1
103,Senate,265,49305,1
103,Senate,265,49306,1
103,Senate,265,49307,1
103,Senate,265,49308,1
103,Senate,265,49309,6
103,Senate,265,99909,9
103,Senate,281,1366,1
103,Senate,281,4812,1
103,Senate,281,9369,1
103,Senate,281,10513,1
103,Senate,281,10791,1
103,Senate,281,10808,1
103,Senate,281,10818,1
103,Senate,281,11043,1
103,Senate,281,11044,6
103,Senate,281,11203,1
103,Senate,281,11204,1
103,Senate,281,12107,1
103,Senate,281,12109,1
103,Senate,281,13039,1
103,Senate,281,13056,1
103,Senate,281,14009,1
103,Senate,281,14010,1
103,Senate,281,14031,1
103,Senate,281,14073,1
103,Senate,281,14101,1
103,Senate,281,14103,1
103,Senate,281,14105,6
103,Senate,281,14107,1
103,Senate,281,14108,1
103,Senate,281,14203,1
103,Senate,281,14213,1
103,Senate,281,14226,1
103,Senate,281,14230,1
103,Senate,281,14240,1
103,Senate,281,14268,1
103,Senate,281,14275,1
103,Senate,281,14300,1
103,Senate,281,14302,1
103,Senate,281,14304,1
103,Senate,281,14307,1
103,Senate,281,14400,1
103,Senate,281,14440,1
103,Senate,281,14500,1
103,Senate,281,14501,1
103,Senate,281,14502,1
103,Senate,281,14503,1
103,Senate,281,14506,1
103,Senate,281,14508,1
103,Senate,281,14509,1
103,Senate,281,14511,6
103,Senate,281,14617,1
103,Senate,281,14628,1
103,Senate,281,14659,1
103,Senate,281,14700,6
103,Senate,281,14702,1
103,Senate,281,14703,1
103,Senate,281,14704,1
103,Senate,281,14705,1
103,Senate,281,14708,1
103,Senate,281,14709,1
103,Senate,281,14710,1
103,Senate,281,14712,1
103,Senate,281,14713,1
103,Senate,281,14803,1
103,Senate,281,14806,1
103,Senate,281,14809,1
103,Senate,281,14812,1
103,Senate,281,14826,6
103,Senate,281,14900,1
103,Senate,281,14904,1
103,Senate,281,14907,1
103,Senate,281,14908,1
103,Senate,281,14910,1
103,Senate,281,14912,1
103,Senate,281,14914,1
103,Senate,281,14920,1
103,Senate,281,14921,1
103,Senate,281,14922,1
103,Senate,281,15011,1
103,Senate,281,15037,1
103,Senate,281,15039,1
103,Senate,281,15054,1
103,Senate,281,15116,6
103,Senate,281,15407,1
103,Senate,281,15501,1
103,Senate,281,15502,1
103,Senate,281,15503,1
103,Senate,281,15700,1
103,Senate,281,15701,1
103,Senate,281,15702,1
103,Senate,281,15703,6
103,Senate,281,15704,1
103,Senate,281,15705,1
103,Senate,281,49101,1
103,Senate,281,49104,1
103,Senate,281,49300,1
103,Senate,281,49301,1
103,Senate,281,49302,1
103,Senate,281,49303,1
103,Senate,281,49304,6
103,Senate,281,49305,1
103,Senate,281,49306,1
103,Senate,281,49307,1
103,Senate,281,49308,1
103,Senate,281,49309,6
103,Senate,281,99909,9
103,Senate,287,1366,6
103,Senate,287,4812,1
103,Senate,287,9369,1
103,Senate,287,10513,1
103,Senate,287,10791,1
103,Senate,287,10808,1
103,Senate,287,10818,1
103,Senate,287,11043,1
103,Senate,287,11044,6
103,Senate,287,11203,1
103,Senate,287,11204,6
103,Senate,287,12107,1
103,Senate,287,12109,1
103,Senate,287,13039,1
103,Senate,287,13056,9
103,Senate,287,14009,1
103,Senate,287,14010,1
103,Senate,287,14031,1
103,Senate,287,14073,1
103,Senate,287,14101,1
103,Senate,287,14103,1
103,Senate,287,14105,6
103,Senate,287,14107,1
103,Senate,287,14108,1
103,Senate,287,14203,1
103,Senate,287,14213,1
103,Senate,287,14226,1
103,Senate,287,14230,1
103,Senate,287,14240,1
103,Senate,287,14268,1
103,Senate,287,14275,1
103,Senate,287,14300,1
103,Senate,287,14302,1
103,Senate,287,14304,1
103,Senate,287,14307,1
103,Senate,287,14400,1
103,Senate,287,14440,1
103,Senate,287,14500,1
103,Senate,287,14501,1
103,Senate,287,14502,1
103,Senate,287,14503,1
103,Senate,287,14506,1
103,Senate,287,14508,1
103,Senate,287,14509,1
103,Senate,287,14511,6
103,Senate,287,14617,1
103,Senate,287,14628,1
103,Senate,287,14659,1
103,Senate,287,14700,1
103,Senate,287,14702,1
103,Senate,287,14703,1
103,Senate,287,14704,1
103,Senate,287,14705,1
103,Senate,287,14708,1
103,Senate,287,14709,1
103,Senate,287,14710,9
103,Senate,287,14712,1
103,Senate,287,14713,1
103,Senate,287,14803,1
103,Senate,287,14806,1
103,Senate,287,14809,6
103,Senate,287,14812,1
103,Senate,287,14826,1
103,Senate,287,14900,1
103,Senate,287,14904,1
103,Senate,287,14907,1
103,Senate,287,14908,1
103,Senate,287,14910,1
103,Senate,287,14912,1
103,Senate,287,14914,1
103,Senate,287,14920,1
103,Senate,287,14921,1
103,Senate,287,14922,1
103,Senate,287,15011,1
103,Senate,287,15037,1
